case_label,geometry,backend,debug_local_blocks,debug_candidates,ar_m,b_m,r_m,r1_m,r2_m,nx,ny,nr,nt,mesh_nodes,mesh_tris,e_assembly_ms,e_solve_ms,e_post_ms,h_assembly_ms,h_solve_ms,h_post_ms,assembly_ms_total,solve_ms_total,post_ms_total,total_ms
mixed_circle,circle,closed-form,0,0,,,1,,,,,8,15,121,225,7.345548,96.86154500000001,944.888724,3.217385,167.487712,1019.007573,10.562933,264.349257,1963.896297,2561.131807
