ordered_rank,solver_index,lambda_real,lambda_imag,beta_denominator
1,0,-3546.651551926123,0,0.003987116087360495
2,1,-3396.592642090085,0,0.003996699066513324
3,2,-3285.223211888761,0,0.00400763686103543
4,3,-3162.619374501549,0,0.004037219924824952
5,4,-3046.661635989394,0,0.004375379952784118
6,5,-3024.78887469993,0,0.00408220002408788
7,6,-2904.408148110891,0,0.004240357346298903
8,7,-2874.160333567253,0,0.004216637458422491
9,8,-2770.520337894572,0,0.004283315679269883
10,9,-2731.503466155725,0,0.004219120313001836
11,10,-2627.039297619847,0,0.00431571661715347
12,11,-2586.652271399965,0,0.004230746943562554
13,12,-2494.39643205774,0,0.004858077632790072
14,13,-2471.302008543754,0,0.004188351136870872
15,14,-2439.310036148346,0,0.004433086585254844
16,15,-2367.678609995922,0,0.003818017361085659
17,16,-2347.444392731836,0,0.004877193117849393
18,17,-2307.161173925197,0,0.004572331540825141
19,18,-2216.6614129458,0,0.004602202260480139
20,19,-2185.706065105114,0,0.00424754094050108
21,20,-2181.001666107034,0,0.004649481419293944
22,21,-2090.846232362727,0,0.004906715160706688
23,22,-2067.734278845544,0,0.005010629334702252
24,23,-2030.276115022471,0,0.005143683448732188
25,24,-2013.409195797031,0,0.004991080616817373
26,25,-1967.919579611774,0,0.00486880091903137
27,26,-1940.164706157972,0,0.005381375018584491
28,27,-1904.618213001408,0,0.005078504869279292
29,28,-1880.540871828443,0,0.005447152074308418
30,29,-1830.52870406732,0,0.005337338189998545
31,30,-1812.600616271376,0,0.005428118235524442
32,31,-1793.630372188707,0,0.005355935498737143
33,32,-1776.277551919609,0,0.005253547439892718
34,33,-1749.803740736507,0,0.005578970851155587
35,34,-1729.15363205959,0,0.005593092638042745
36,35,-1690.851232420644,0,0.00586770757237337
37,36,-1676.416141833966,0,0.005553187872727898
38,37,-1625.692967839627,0,0.005664041435346574
39,38,-1612.153332339199,0,0.005610592043932296
40,39,-1576.534693965941,0,0.005813445871872201
41,40,-1561.543621186754,0,0.005900577026126875
42,41,-1504.407838355541,0,0.005952401010954025
43,42,-1455.508112970827,0,0.005898944590980335
44,43,-1427.765375095551,0,0.005942651546176202
45,44,-1363.409676100821,0,0.006109448816166511
46,45,-1269.240593827404,0,0.006170025770583492
47,46,-1204.025984588471,0,0.006141387372236091
48,47,-1159.091890027121,0,0.006035592546462121
49,48,-1093.816668398359,0,0.005970817796080019
50,49,-1052.993296855125,0,0.005690149341347996
51,50,-992.3608223810331,0,0.005974276963680744
52,51,-954.7450203655167,0,0.005803843846651539
53,52,-902.9559463396366,0,0.005579546559870212
54,53,-870.2750276259679,0,0.005448478517037451
55,54,-804.9502374560288,0,0.00547072059635886
56,55,-768.4936431751403,0,0.005318080151025113
57,56,-690.7850231908525,0,0.005500954011468784
58,57,-655.0238945419861,0,0.005378537190579849
59,58,-646.8699930018232,0,0.005199312217476026
60,59,-572.91845538758,0,0.005643021599094061
61,60,-545.2934680569759,0,0.00550107414994732
62,61,-517.8181531362952,0,0.005320995598831998
63,62,-474.5075844848423,0,0.005829148171022762
64,63,-455.7999930428829,0,0.005521178462453419
65,64,-449.3776149453126,0,0.006016347011618254
66,65,-419.3383270600704,0,0.005580799465517484
