node_id,x_m,y_m,Ez
0,0,0,0
1,0.1,0,0
2,0.2,0,0
3,0.3,0,0
4,0.4,0,0
5,0.5,0,0
6,0.6,0,0
7,0.7,0,0
8,0.8,0,0
9,0.9,0,0
10,1,0,0
11,0,0.09,0
12,0.1,0.09,-0.002908018561137371
13,0.2,0.09,-0.007085672466692709
14,0.3,0.09,-0.2503823948200742
15,0.4,0.09,-0.449049532932591
16,0.5,0.09,-0.577467849643452
17,0.6,0.09,-0.6177992091791765
18,0.7,0.09,-0.5646928712120917
19,0.8,0.09,-0.4269696451291332
20,0.9,0.09,-0.2271597988455509
21,1,0.09,0
22,0,0.18,0
23,0.1,0.18,-0.004606977687940006
24,0.2,0.18,-0.01112076036121592
25,0.3,0.18,-0.3956259589534201
26,0.4,0.18,-0.7172356547935965
27,0.5,0.18,-0.9290764474592138
28,0.6,0.18,-0.9999180430221231
29,0.7,0.18,-0.9194780831018549
30,0.8,0.18,-0.7003961597778526
31,0.9,0.18,-0.3767970555819019
32,1,0.18,0
33,0,0.27,0
34,0.1,0.27,-0.004505779691116645
35,0.2,0.27,-0.01079775971616854
36,0.3,0.27,-0.3868876715586979
37,0.4,0.27,-0.7081750472011409
38,0.5,0.27,-0.9237371719822648
39,0.6,0.27,-1
40,0.7,0.27,-0.9249608014003894
41,0.8,0.27,-0.7095334546314681
42,0.9,0.27,-0.3854763326655953
43,1,0.27,0
44,0,0.36,0
45,0.1,0.36,-0.002726073294336267
46,0.2,0.36,-0.006469097646386276
47,0.3,0.36,-0.2333639897924356
48,0.4,0.36,-0.4318266231333033
49,0.5,0.36,-0.5674147067575174
50,0.6,0.36,-0.6179526051474006
51,0.7,0.36,-0.575016217489045
52,0.8,0.36,-0.4443435775320733
53,0.9,0.36,-0.2440831573362272
54,1,0.36,0
55,0,0.45,0
56,0.1,0.45,0
57,0.2,0.45,0
58,0.3,0.45,0
59,0.4,0.45,0
60,0.5,0.45,0
61,0.6,0.45,0
62,0.7,0.45,0
63,0.8,0.45,0
64,0.9,0.45,0
65,1,0.45,0
