d_over_a_preview,br_over_lambda0,beta_over_k0_fem_branch,selected_candidate_rank,selected_eig_index,ez_ratio,branch_status,field_status,et_fields_csv_file,ez_fields_csv_file,et_vtk_file,ez_vtk_file
0.2,0.2,0.7017371617638191,37,107,0.01171251587038369,tracked_branch,Et_cell_unit_peak_normalized__Ez_nodal_unit_peak_normalized,helmvec3_fig13_rect_preview_da0_2_br0_2_Et_fields.csv,helmvec3_fig13_rect_preview_da0_2_br0_2_Ez_fields.csv,helmvec3_fig13_rect_preview_da0_2_br0_2_Et.vtk,helmvec3_fig13_rect_preview_da0_2_br0_2_Ez.vtk
0.2,0.3,0.7017377712468278,37,107,0.01171018930014648,tracked_branch,Et_cell_unit_peak_normalized__Ez_nodal_unit_peak_normalized,helmvec3_fig13_rect_preview_da0_2_br0_3_Et_fields.csv,helmvec3_fig13_rect_preview_da0_2_br0_3_Ez_fields.csv,helmvec3_fig13_rect_preview_da0_2_br0_3_Et.vtk,helmvec3_fig13_rect_preview_da0_2_br0_3_Ez.vtk
0.2,0.4,0.7017394223475124,38,105,0.01170327501444558,tracked_branch,Et_cell_unit_peak_normalized__Ez_nodal_unit_peak_normalized,helmvec3_fig13_rect_preview_da0_2_br0_4_Et_fields.csv,helmvec3_fig13_rect_preview_da0_2_br0_4_Ez_fields.csv,helmvec3_fig13_rect_preview_da0_2_br0_4_Et.vtk,helmvec3_fig13_rect_preview_da0_2_br0_4_Ez.vtk
0.2,0.5,0.7018669612985687,39,107,0.01051976603032122,tracked_branch,Et_cell_unit_peak_normalized__Ez_nodal_unit_peak_normalized,helmvec3_fig13_rect_preview_da0_2_br0_5_Et_fields.csv,helmvec3_fig13_rect_preview_da0_2_br0_5_Ez_fields.csv,helmvec3_fig13_rect_preview_da0_2_br0_5_Et.vtk,helmvec3_fig13_rect_preview_da0_2_br0_5_Ez.vtk
0.2,0.6,0.7017352429577698,39,107,0.01171856093947908,tracked_branch,Et_cell_unit_peak_normalized__Ez_nodal_unit_peak_normalized,helmvec3_fig13_rect_preview_da0_2_br0_6_Et_fields.csv,helmvec3_fig13_rect_preview_da0_2_br0_6_Ez_fields.csv,helmvec3_fig13_rect_preview_da0_2_br0_6_Et.vtk,helmvec3_fig13_rect_preview_da0_2_br0_6_Ez.vtk
