case_label,geometry,backend,legacy_cli_used,debug_local_blocks,debug_candidates,frequency_was_provided,frequency_input_hz,frequency_policy,frequency_used_hz,eps_r,mu_r,k_medium,reference_tm_kc,reference_tm_ztm_actual,ar_m,b_m,r_m,r1_m,r2_m,nx,ny,nr,nt,nmodos,mesh_nodes,mesh_tris,te_assembly_ms,te_solve_ms,tm_assembly_ms,tm_solve_ms,assembly_ms_total,solve_ms_total,post_ms,total_ms
helm10_circle,circle,closed-form,0,0,0,0,0,automatica_tm_referencia_ztm1,356554069.642619,1,1,7.47282071890916,7.472794392344097,0.9999999999851942,,,1.000000,,,,,8,15,10,121,225,0.316673,30.70598,0.092982,35.265849,0.409655,65.971829,715.271151,1232.991303
