node_id,x_m,y_m,psi,dpsi_dx,dpsi_dy,Ex,Ey
0,0,0,6.679814921853654e-13,-9.076736758040216e-13,-2.96662027625752e-13,9.076736758040216e-13,2.96662027625752e-13
1,0.125,0,0.129535585155997,2.099731385152141,-0.6141764556767531,-2.099731385152141,0.6141764556767531
2,0.1141931822053251,0.05084208038447502,0.05927391966538142,1.754334097719318,-1.509254979228404,-1.754334097719318,1.509254979228404
3,0.08364132579485728,0.09289310318467427,-0.0502115975417391,1.10488391494708,-2.039679839968648,-1.10488391494708,2.039679839968648
4,0.03862712429686843,0.1188820645368942,-0.1264701530837623,0.1655541336870692,-2.186061274021514,-0.1655541336870692,2.186061274021514
5,-0.01306605790845667,0.1243152369210342,-0.1190385028963735,-0.8627722422855736,-2.038758607627023,0.8627722422855736,2.038758607627023
6,-0.06249999999999997,0.1082531754730548,-0.0328344581620738,-1.680393650503665,-1.622404015618992,1.680393650503665,1.622404015618992
7,-0.1011271242968684,0.07347315653655916,0.07509742109786859,-2.109065004036955,-0.8928013307600001,2.109065004036955,0.8928013307600001
8,-0.1222684500917257,0.02598896135221991,0.1333344239928995,-2.173772500251379,0.09486460334811822,2.173772500251379,-0.09486460334811822
9,-0.1222684500917257,-0.02598896135221988,0.1033388668523313,-1.961450082400043,1.097491782759908,1.961450082400043,-1.097491782759908
10,-0.1011271242968684,-0.07347315653655913,0.004959973282217833,-1.470345901720449,1.826046900284218,1.470345901720449,-1.826046900284218
11,-0.06250000000000006,-0.1082531754730548,-0.09670112699218068,-0.6634817682935092,2.155394054544121,0.6634817682935092,-2.155394054544121
12,-0.01306605790845678,-0.1243152369210342,-0.1343713407615094,0.3564990898968565,2.144773610076835,-0.3564990898968565,-2.144773610076835
13,0.0386271242968684,-0.1188820645368942,-0.08312282644940329,1.314125422538282,1.866992151846535,-1.314125422538282,-1.866992151846535
14,0.08364132579485731,-0.09289310318467425,0.02313128623319426,1.945692373094745,1.297754907362683,-1.945692373094745,-1.297754907362683
15,0.1141931822053251,-0.05084208038447502,0.1140785296159151,2.180460723314271,0.4198184591664532,-2.180460723314271,-0.4198184591664532
16,0.25,0,0.4699557722055375,2.020358400672431,-0.9320567714819942,-2.020358400672431,0.9320567714819942
17,0.2283863644106502,0.10168416076895,0.2214745358085854,2.165823590743456,-2.540683533548548,-2.165823590743456,2.540683533548548
18,0.1672826515897146,0.1857862063693485,-0.1735649913280942,1.986261935449452,-2.804994348451892,-1.986261935449452,2.804994348451892
19,0.07725424859373686,0.2377641290737884,-0.4537498315884622,0.6178288483116864,-2.257590455174223,-0.6178288483116864,2.257590455174223
20,-0.02613211581691333,0.2486304738420684,-0.4336708085637587,-1.429399736954417,-2.022921400091571,1.429399736954417,2.022921400091571
21,-0.1249999999999999,0.2165063509461097,-0.1266149906001061,-2.737539184038378,-2.199712027935314,2.737539184038378,2.199712027935314
22,-0.2022542485937368,0.1469463130731183,0.2642268776953464,-2.696334137213017,-1.763532598084052,2.696334137213017,1.763532598084052
23,-0.2445369001834514,0.05197792270443983,0.4802195723776286,-2.13944431911638,-0.1174143551922038,2.13944431911638,0.1174143551922038
24,-0.2445369001834514,-0.05197792270443977,0.3784323496058971,-2.058053803262017,1.875711855513125,2.058053803262017,-1.875711855513125
25,-0.2022542485937369,-0.1469463130731183,0.02622176273793086,-2.192774664287702,2.841417771535736,2.192774664287702,-2.841417771535736
26,-0.1250000000000001,-0.2165063509461096,-0.3433407816042797,-1.456411884305183,2.55457558579451,1.456411884305183,-2.55457558579451
27,-0.02613211581691356,-0.2486304738420683,-0.4857014135027512,0.4077768390794694,2.058643965702225,-0.4077768390794694,-2.058643965702225
28,0.07725424859373681,-0.2377641290737884,-0.3066545810483057,2.250921640926849,2.111762119012522,-2.250921640926849,-2.111762119012522
29,0.1672826515897146,-0.1857862063693485,0.07531748198385906,2.859432487161843,2.126443263792919,-2.859432487161843,-2.126443263792919
30,0.2283863644106502,-0.10168416076895,0.4074490458270818,2.401554119886963,1.070350607402199,-2.401554119886963,-1.070350607402199
31,0.375,0,0.86708096051689,0.6908640916767635,-0.907132622072464,-0.6908640916767635,0.907132622072464
32,0.3425795466159753,0.1525262411534251,0.4072439996145712,1.556603655782576,-2.709313705127707,-1.556603655782576,2.709313705127707
33,0.2509239773845718,0.2786793095540228,-0.3220821117206676,2.241369144993828,-2.371436863985589,-2.241369144993828,2.371436863985589
34,0.1158813728906053,0.3566461936106826,-0.8382739970405167,0.9760517605602749,-1.023105263234244,-0.9760517605602749,1.023105263234244
35,-0.03919817372537,0.3729457107631025,-0.7997474641485078,-1.511910734208837,-0.7983870611198352,1.511910734208837,0.7983870611198352
36,-0.1874999999999999,0.3247595264191645,-0.2319970141987115,-2.827247662887879,-1.839797129212971,2.827247662887879,1.839797129212971
37,-0.3033813728906052,0.2204194696096775,0.4892748585802288,-2.036699575819772,-2.130400598776016,2.036699575819772,2.130400598776016
38,-0.3668053502751771,0.07796688405665975,0.8867745797948066,-0.8058120624954316,-0.3810449878101444,0.8058120624954316,0.3810449878101444
39,-0.3668053502751771,-0.07796688405665965,0.6974611659834478,-0.9981225222816725,2.034609089840022,0.9981225222816725,-2.034609089840022
40,-0.3033813728906053,-0.2204194696096774,0.04661064601790119,-2.071723385885949,2.79794273811055,2.071723385885949,-2.79794273811055
41,-0.1875000000000002,-0.3247595264191644,-0.6350839463178846,-1.875903440001391,1.673309572589655,1.875903440001391,-1.673309572589655
42,-0.03919817372537034,-0.3729457107631025,-0.8965188581944502,0.2613054406434828,0.6920355892244265,-0.2613054406434828,-0.6920355892244265
43,0.1158813728906052,-0.3566461936106826,-0.564692468073595,2.441509296177779,1.262695622113973,-2.441509296177779,-1.262695622113973
44,0.250923977384572,-0.2786793095540228,0.1408128310577685,2.637022258631182,2.215435978616813,-2.637022258631182,-2.215435978616813
45,0.3425795466159753,-0.1525262411534251,0.7531368181312044,1.32269615076869,1.484589395985955,-1.32269615076869,-1.484589395985955
46,0.5,0,1.167768944864837,-0.7526250444789934,-0.7485451968904148,0.7526250444789934,0.7485451968904148
47,0.4567727288213004,0.2033683215379001,0.5467460710735544,0.720374619852914,-2.483820083696288,-0.720374619852914,2.483820083696288
48,0.3345653031794291,0.3715724127386971,-0.4360798847413787,2.180021354024471,-1.584327461042018,-2.180021354024471,1.584327461042018
49,0.1545084971874737,0.4755282581475768,-1.130334866469489,1.199733423354532,0.376347893866527,-1.199733423354532,-0.376347893866527
50,-0.05226423163382667,0.4972609476841367,-1.076603424437364,-1.374211143633292,0.5531963713073741,1.374211143633292,-0.5531963713073741
51,-0.2499999999999999,0.4330127018922194,-0.3104417379341536,-2.50427057026569,-1.215093246736626,2.50427057026569,1.215093246736626
52,-0.4045084971874737,0.2938926261462366,0.6611512877513381,-1.06959815325844,-2.197577561595764,1.06959815325844,2.197577561595764
53,-0.4890738003669028,0.1039558454088797,1.195234862070415,0.6612291524261208,-0.5947827997092193,-0.6612291524261208,0.5947827997092193
54,-0.4890738003669028,-0.1039558454088795,0.9383851682454547,0.2147293013707224,1.898091430261959,-0.2147293013707224,-1.898091430261959
55,-0.4045084971874738,-0.2938926261462365,0.06056961118210451,-1.655107636601947,2.344015243097172,1.655107636601947,-2.344015243097172
56,-0.2500000000000002,-0.4330127018922192,-0.8573272069311798,-2.032490767258329,0.5351507079080057,2.032490767258329,-0.5351507079080057
57,-0.05226423163382712,-0.4972609476841366,-1.207897358825422,0.0732852497401216,-0.7905375668621611,-0.0732852497401216,0.7905375668621611
58,0.1545084971874736,-0.4755282581475768,-0.7591549773290204,2.277597070421939,0.2257578710567134,-2.277597070421939,-0.2257578710567134
59,0.3345653031794292,-0.371572412738697,0.1919496982241833,2.02509848222429,1.99025617970554,-2.02509848222429,-1.99025617970554
60,0.4567727288213005,-0.2033683215379001,1.016033813255206,0.03623530822130164,1.691868061667445,-0.03623530822130164,-1.691868061667445
61,0.625,0,1.245096138011465,-1.806050359132537,-0.5842836153441103,1.806050359132537,0.5842836153441103
62,0.5709659110266255,0.2542104019223751,0.5832239184951599,0.04160176458720389,-2.170838184711774,-0.04160176458720389,2.170838184711774
63,0.4182066289742864,0.4644655159233713,-0.4645901895601391,2.006770684216618,-0.8982234529459203,-2.006770684216618,0.8982234529459203
64,0.1931356214843422,0.5944103226844709,-1.204966948993037,1.301234843345289,1.415849872180659,-1.301234843345289,-1.415849872180659
65,-0.06533028954228333,0.6215761846051708,-1.147970340884149,-1.19013489467536,1.54896081812125,1.19013489467536,-1.54896081812125
66,-0.3124999999999999,0.5412658773652742,-0.3313172315626792,-2.116657242556407,-0.6685071608524535,2.116657242556407,0.6685071608524535
67,-0.505635621484342,0.3673657826827958,0.7045813407785736,-0.2764056239038952,-2.121449830309446,0.2764056239038952,2.121449830309446
68,-0.6113422504586286,0.1299448067610996,1.274231111131515,1.736341073473506,-0.7237506923327469,-1.736341073473506,0.7237506923327469
69,-0.6113422504586286,-0.1299448067610994,1.000672731286844,1.12515109264186,1.685227321658444,-1.12515109264186,-1.685227321658444
70,-0.5056356214843423,-0.3673657826827956,0.0649303917736808,-1.241429404066163,1.866672651321103,1.241429404066163,-1.866672651321103
71,-0.3125000000000003,-0.541265877365274,-0.9137789064497838,-2.034295035893205,-0.3574032759674019,2.034295035893205,0.3574032759674019
72,-0.0653302895422839,-0.6215761846051708,-1.287805259274877,-0.07462677144704821,-1.870736988112754,0.07462677144704821,1.870736988112754
73,0.193135621484342,-0.594410322684471,-0.8096409215716616,2.022650200780217,-0.5767902730335506,-2.022650200780217,0.5767902730335506
74,0.4182066289742865,-0.4644655159233713,0.2042942177060916,1.446483753999889,1.703035054893144,-1.446483753999889,-1.703035054893144
75,0.5709659110266256,-0.2542104019223751,1.083039949110108,-0.9406355487845874,1.752234141381233,0.9406355487845874,-1.752234141381233
76,0.75,0,1.077554459184076,-2.560193462893815,-0.4386870915303384,2.560193462893815,0.4386870915303384
77,0.6851590932319507,0.3050524823068501,0.505092498727898,-0.4840896597782938,-1.86002523179707,0.4840896597782938,1.86002523179707
78,0.5018479547691437,0.5573586191080456,-0.4016087593016231,1.80770966126619,-0.3413577335292678,-1.80770966126619,0.3413577335292678
79,0.2317627457812106,0.7132923872213651,-1.042549923989599,1.337511032331815,2.170990121292149,-1.337511032331815,-2.170990121292149
80,-0.07839634745074001,0.745891421526205,-0.993595366295286,-1.00980478160891,2.267218694714206,1.00980478160891,-2.267218694714206
81,-0.3749999999999998,0.649519052838329,-0.2871402158594195,-1.750248160836342,-0.2244736818611364,1.750248160836342,0.2244736818611364
82,-0.6067627457812105,0.4408389392193549,0.6093267527980062,0.3429614656753163,-1.993768097354594,-0.3429614656753163,1.993768097354594
83,-0.7336107005503543,0.1559337681133195,1.102578575001468,2.5088628514267,-0.7999238591978808,-2.5088628514267,0.7999238591978808
84,-0.7336107005503543,-0.1559337681133193,0.8662113880991092,1.791520404654346,1.466881404490657,-1.791520404654346,-1.466881404490657
