formulation,dominant_block,component_label,family,mode_label,positive_rank,eig_index,m,n,p,ar_m,b_m,r_m,r1_m,r2_m,kc_fem,kc_ana,kc_ar_fem,kc_ar_ana,kc_r_fem,kc_r_ana,kc_r1_fem,kc_r1_ana,error_percent,rho_abs,edge_energy,scalar_energy,dominant_energy_ratio,match_space,match_method,mode_status,field_data_kind,field_status,fields_csv_file,vtk_file
H,edge,Ht,TM,TM_m2_p2,14,150,2,,2,,,1,,,8.146004883583078,8.417244140399866,,,8.146004883583078,8.417244140399866,,,3.222423542581272,0.9302159303473229,63.49401143812874,0,1,edge_Tt,mass_correlation,edge_dominant,edge_vector_cell,cell_centroid_unit_peak_normalized,mixed_circle_H_Ht_TM_m2_p2_rank14_fields.csv,mixed_circle_H_Ht_TM_m2_p2_rank14.vtk
H,edge,Ht,TM,TM_m2_p2,15,151,2,,2,,,1,,,8.146004883583085,8.417244140399866,,,8.146004883583085,8.417244140399866,,,3.222423542581187,0.9302159303473232,63.49401143812879,0,1,edge_Tt,mass_correlation,edge_dominant,edge_vector_cell,cell_centroid_unit_peak_normalized,mixed_circle_H_Ht_TM_m2_p2_rank15_fields.csv,mixed_circle_H_Ht_TM_m2_p2_rank15.vtk
H,edge,Ht,TM,TM_m5_p1,16,154,5,,1,,,1,,,9.099648796442203,8.771483815959954,,,9.099648796442203,8.771483815959954,,,3.741271002349046,0.8620470343343594,48.23384889995543,0,1,edge_Tt,mass_correlation,edge_dominant,edge_vector_cell,cell_centroid_unit_peak_normalized,mixed_circle_H_Ht_TM_m5_p1_rank16_fields.csv,mixed_circle_H_Ht_TM_m5_p1_rank16.vtk
H,edge,Ht,TM,TM_m5_p1,17,155,5,,1,,,1,,,9.099648796442228,8.771483815959954,,,9.099648796442228,8.771483815959954,,,3.741271002349329,0.8620470343343593,48.23384889995534,0,1,edge_Tt,mass_correlation,edge_dominant,edge_vector_cell,cell_centroid_unit_peak_normalized,mixed_circle_H_Ht_TM_m5_p1_rank17_fields.csv,mixed_circle_H_Ht_TM_m5_p1_rank17.vtk
H,edge,Ht,TM,TM_m1_p3,18,160,1,,3,,,1,,,9.30741125889263,10.17346813506272,,,9.30741125889263,10.17346813506272,,,8.512897122911701,0.8325123210629146,68.27626051949032,0,1,edge_Tt,mass_correlation,edge_dominant,edge_vector_cell,cell_centroid_unit_peak_normalized,mixed_circle_H_Ht_TM_m1_p3_rank18_fields.csv,mixed_circle_H_Ht_TM_m1_p3_rank18.vtk
H,edge,Ht,TM,TM_m1_p3,19,161,1,,3,,,1,,,9.30741125889265,10.17346813506272,,,9.30741125889265,10.17346813506272,,,8.512897122911509,0.8325123210629155,68.27626051949049,0,1,edge_Tt,mass_correlation,edge_dominant,edge_vector_cell,cell_centroid_unit_peak_normalized,mixed_circle_H_Ht_TM_m1_p3_rank19_fields.csv,mixed_circle_H_Ht_TM_m1_p3_rank19.vtk
H,edge,Ht,TM,TM_m3_p2,20,162,3,,2,,,1,,,9.418257487201753,9.761023129981666,,,9.418257487201753,9.761023129981666,,,3.511574946760285,0.7186920739043325,53.57663283470956,0,1,edge_Tt,mass_correlation,edge_dominant,edge_vector_cell,cell_centroid_unit_peak_normalized,mixed_circle_H_Ht_TM_m3_p2_rank20_fields.csv,mixed_circle_H_Ht_TM_m3_p2_rank20.vtk
H,scalar,Hz,TE,TE_m1_p1,1,121,1,,1,,,1,,,1.877564437758352,1.841183781340659,,,1.877564437758352,1.841183781340659,,,1.975938349359219,0.7739098915303597,0,32.62785023217972,1,scalar_Tz,mass_correlation,scalar_dominant,scalar_nodal,nodal_unit_peak_normalized,mixed_circle_H_Hz_TE_m1_p1_rank01_fields.csv,mixed_circle_H_Hz_TE_m1_p1_rank01.vtk
H,scalar,Hz,TE,TE_m1_p1,2,122,1,,1,,,1,,,1.877564437758416,1.841183781340659,,,1.877564437758416,1.841183781340659,,,1.975938349362729,0.7739098915303601,0,32.62785023217975,1,scalar_Tz,mass_correlation,scalar_dominant,scalar_nodal,nodal_unit_peak_normalized,mixed_circle_H_Hz_TE_m1_p1_rank02_fields.csv,mixed_circle_H_Hz_TE_m1_p1_rank02.vtk
H,scalar,Hz,TE,TE_m2_p1,3,124,2,,1,,,1,,,3.153298444312692,3.05423692822714,,,3.153298444312692,3.05423692822714,,,3.243412951039575,0.717057036595905,0,33.84912620248019,1,scalar_Tz,mass_correlation,scalar_dominant,scalar_nodal,nodal_unit_peak_normalized,mixed_circle_H_Hz_TE_m2_p1_rank03_fields.csv,mixed_circle_H_Hz_TE_m2_p1_rank03.vtk
