ordered_rank,solver_index,lambda
167,166,2.935580554854648e-12
168,167,3.137382077447093e-12
169,168,3.545693716843409e-12
170,169,3.885625971700823e-12
171,170,4.342904923967634e-12
172,171,9.880503425427019
173,172,38.85288157920495
174,173,39.64766470133685
175,174,48.96001636144391
176,175,50.49704900220729
177,176,79.41050379486063
178,177,83.65989452149782
179,178,89.65158916160556
180,179,130.5864279271166
181,180,142.4235387760592
182,181,148.3736930887938
183,182,159.087026696587
184,183,160.3028949560371
185,184,181.9661059438679
186,185,191.4346571303565
187,186,202.9644361077405
188,187,221.582323030719
189,188,231.8956202740334
190,189,245.9023035779634
191,190,251.77708089309
192,191,291.0896147491088
193,192,296.6697162196979
194,193,310.4500151512414
195,194,321.1752712552611
196,195,324.1397284342045
197,196,356.8858395495738
198,197,358.4022754220213
199,198,363.2215296347254
200,199,395.2647700959525
201,200,410.3545215522204
202,201,415.8031922996715
203,202,424.9171707269002
204,203,430.554380354907
205,204,479.8174832151511
206,205,490.8511694468042
207,206,499.3781493730035
208,207,502.7410234704931
209,208,515.5957452278226
210,209,526.9238761286261
211,210,539.1984898741787
212,211,539.2896180229613
213,212,551.5117129291266
214,213,552.6653541221228
215,214,565.033087513243
216,215,609.9857105737672
217,216,615.8976091740251
218,217,624.2206712591185
219,218,678.663306664695
220,219,689.9311075362718
221,220,694.9510924115935
222,221,704.9337861333095
223,222,705.1234382269662
224,223,719.6390940616535
225,224,725.5238018106975
226,225,734.4681017529332
227,226,736.6792612376086
228,227,746.6715402864972
229,228,757.2619317601676
230,229,801.6189224368436
231,230,824.1016217775893
232,231,826.1851504689149
233,232,845.2613955194582
234,233,847.2216286722726
235,234,857.29183922427
236,235,902.1752199083372
237,236,906.2065213184222
238,237,907.0227048147209
239,238,910.7716455077837
240,239,925.1366542835743
241,240,946.6416149160071
242,241,955.9918509597959
243,242,957.7244919917813
244,243,973.9012672304809
245,244,987.8012569241315
246,245,1009.707148559449
247,246,1024.848553123571
248,247,1046.99941355535
249,248,1065.19313029527
250,249,1082.478006235093
251,250,1086.258137808138
252,251,1096.293860615821
253,252,1127.627772331992
254,253,1137.95456905084
255,254,1141.871744333232
256,255,1146.395554725727
257,256,1157.363587992797
258,257,1175.024848011455
259,258,1201.128837612408
260,259,1209.130950505169
261,260,1251.764024576996
262,261,1256.224428124525
263,262,1257.952572837546
264,263,1262.65421286525
265,264,1300.316277860539
266,265,1303.454911028609
267,266,1315.806722564211
268,267,1322.135487937107
269,268,1347.973829474407
270,269,1356.426243165642
271,270,1368.642939234962
272,271,1373.551567286709
273,272,1398.932756275718
274,273,1404.024441162859
275,274,1414.008785244597
276,275,1448.248860418833
277,276,1453.005146095352
278,277,1486.515881545349
279,278,1492.743388344681
280,279,1509.58206824974
281,280,1516.742649359067
282,281,1529.832606086368
283,282,1530.805922925904
284,283,1535.738787633206
285,284,1536.356847601136
286,285,1563.007741112664
287,286,1573.92057914424
288,287,1575.954454960751
289,288,1581.640060910189
290,289,1593.483948616503
291,290,1615.280487622998
292,291,1620.895326583453
293,292,1631.968598695288
294,293,1640.836880382492
295,294,1656.277872566716
296,295,1671.210594990827
297,296,1683.635699132189
298,297,1701.444915941939
299,298,1702.148511507355
300,299,1705.499734500144
301,300,1714.968072462696
302,301,1719.57269591396
303,302,1727.269863706684
304,303,1738.188032863168
305,304,1740.535492083366
306,305,1761.863016023277
307,306,1769.443025094247
308,307,1789.568004932148
309,308,1791.854195158705
310,309,1798.726063217997
311,310,1803.239445721313
312,311,1812.82751485845
313,312,1816.088371292917
314,313,1829.664557515838
315,314,1845.442990862461
316,315,1848.78661180486
317,316,1850.290060477828
318,317,1859.166897239719
319,318,1866.931034301431
320,319,1869.807178442092
321,320,1874.234071258973
322,321,1874.839546130202
323,322,1899.047799985881
324,323,1905.870769858403
325,324,1908.685389130417
326,325,1914.868664378678
327,326,1915.686516975889
328,327,1928.14489039127
329,328,1931.421642472784
330,329,1939.313474526091
331,330,1949.504019208817
332,331,1952.53455455008
333,332,1953.795498761064
334,333,1960.357225412404
335,334,1963.698558430822
336,335,1974.302674532728
337,336,1975.896462479712
338,337,1982.117923268731
339,338,1985.864263101961
340,339,1989.842378903425
341,340,1995.822141907129
342,341,1997.237469673391
343,342,2001.505665136407
344,343,2003.124722103797
345,344,2008.448360678455
346,345,2009.393993220173
347,346,2012.854170594817
348,347,2016.802328583681
349,348,2021.389282633604
350,349,2021.743631278681
351,350,2029.413049317093
352,351,2035.071185023913
353,352,2040.946869813834
354,353,2046.088936963718
355,354,2047.04777353931
356,355,2048.489223109564
357,356,2050.413919448256
358,357,2055.963292388025
359,358,2062.874443452916
360,359,2066.48659364451
361,360,2070.420122398647
362,361,2071.600035230456
363,362,2078.020450887668
364,363,2083.961890728086
365,364,2088.30915469374
366,365,2095.58797771719
367,366,2096.334894968469
368,367,2100.548217814308
369,368,2107.618164533053
370,369,2115.301104962142
371,370,2117.334691937667
372,371,2127.858033527245
373,372,2130.822531577676
374,373,2135.41952111661
375,374,2138.963330299114
376,375,2142.927627945115
377,376,2154.787969281157
378,377,2156.175522130708
379,378,2166.743354138453
380,379,2168.891491569346
381,380,2171.859891091559
382,381,2174.164739771561
383,382,2180.278562805739
384,383,2191.865637762985
385,384,2191.89537780455
386,385,2199.666491495925
387,386,2203.96163734143
388,387,2204.089511263648
389,388,2206.799750551329
390,389,2209.74668236239
391,390,2209.930318572947
392,391,2224.678155495265
393,392,2227.261279945249
394,393,2232.260297922653
395,394,2235.230639745981
396,395,2238.038944791098
397,396,2238.614368047597
398,397,2241.383952552799
399,398,2241.416882301625
400,399,2244.98272476995
401,400,2251.666623627007
402,401,2257.629250688061
403,402,2257.650182078495
404,403,2258.823529411751
405,404,2260.490786023147
406,405,2264.18173743961
407,406,2266.117268635408
408,407,2267.496398157796
409,408,2271.390921482282
410,409,2274.158121080635
411,410,2275.319380328008
412,411,2278.501991310603
413,412,2282.46451194104
414,413,2282.553081865531
415,414,2284.148363138951
416,415,2286.993065978736
417,416,2287.291788868556
418,417,2291.001855182355
419,418,2297.744409642736
420,419,2302.151962092948
421,420,2304.640564157167
422,421,2311.419803920521
423,422,2317.912423528594
424,423,2323.98882648028
425,424,2329.552049156277
426,425,2334.53373259022
427,426,2338.889103694435
428,427,2342.591310869575
429,428,2345.626056619883
430,429,2347.987102237872
431,430,2349.672801877186
432,431,2350.683606213141
433,432,2446.922944865909
434,433,2447.129119347496
435,434,2466.836949723833
436,435,2490.702719085191
437,436,2500.859759530775
438,437,2536.731497909414
439,438,2542.995713702686
440,439,2578.107919000592
441,440,2649.408831137675
442,441,2702.793970813142
443,442,2734.349697645974
444,443,2744.728362825495
445,444,2748.506296027604
446,445,2788.559855179218
447,446,2817.66876734349
448,447,2870.019716807185
449,448,2889.355531463886
450,449,2915.475938593433
451,450,2935.921346772167
452,451,3069.106561568803
453,452,3097.901940937805
454,453,3133.233133891412
455,454,3187.729601703209
456,455,3190.643997774092
457,456,3247.318759925939
458,457,3283.968674469664
459,458,3300.119980401629
460,459,3373.221183311821
461,460,3441.583193935852
462,461,3479.738840372961
463,462,3493.761377547877
464,463,3563.270781676991
465,464,3665.600892227829
466,465,3673.083027494387
467,466,3715.449388082046
468,467,3732.356016559958
469,468,3734.313874787955
470,469,3785.729825309564
471,470,3795.43939189772
472,471,3825.025179187942
473,472,3832.75520214198
474,473,3905.05234496718
475,474,3924.380643435447
476,475,3930.867867102903
477,476,3993.356766648323
478,477,4020.361922430604
479,478,4041.96899043117
480,479,4101.827312177194
481,480,4147.42142220856
482,481,4170.766028133502
483,482,4250.123101474759
484,483,4278.584616503684
485,484,4286.610102413373
486,485,4306.921405638868
487,486,4344.960094621411
488,487,4373.322227843549
489,488,4389.336403996051
490,489,4418.387563546732
491,490,4498.072259974334
492,491,4522.70149052252
493,492,4523.555597300704
494,493,4528.465188467862
495,494,4549.68923250848
496,495,4600.146692609516
497,496,4679.621393983382
498,497,4703.98124045841
499,498,4704.036209416427
500,499,4718.067497342604
501,500,4778.476455566197
502,501,4798.761928535916
503,502,4852.255593583376
504,503,4860.422965153854
505,504,4877.186042474545
506,505,4893.959818680989
507,506,4951.08489770555
508,507,4952.876058665956
509,508,4999.010969767162
510,509,5016.527612972273
511,510,5023.456832645487
512,511,5046.190250153168
513,512,5048.873196925281
514,513,5092.347600362584
515,514,5110.472345309357
516,515,5161.703813130096
517,516,5174.648186788448
518,517,5203.661794161474
519,518,5209.820301787556
520,519,5239.879543521931
521,520,5254.375511580773
522,521,5287.8526075036
523,522,5316.551581625821
524,523,5366.278933830929
525,524,5370.632337571745
526,525,5390.834652766786
527,526,5406.605107918404
528,527,5415.999924998626
529,528,5447.76262032975
530,529,5465.472753503052
531,530,5497.644355528084
532,531,5502.116873435853
533,532,5520.443380964104
534,533,5527.234473624172
535,534,5550.572096187114
536,535,5562.609456647682
537,536,5565.124427446839
538,537,5603.503658840845
539,538,5624.939415125966
540,539,5624.966201683131
541,540,5636.966655021176
542,541,5646.281334153728
543,542,5678.371853620381
544,543,5684.390554854813
545,544,5692.498094133882
546,545,5704.444967906228
547,546,5711.754869453804
548,547,5740.939455604916
549,548,5744.295710878274
550,549,5751.198281028132
551,550,5755.562430409047
552,551,5759.901275302001
553,552,5774.944475890278
554,553,5808.713024463645
555,554,5815.022807211452
556,555,5822.942007529222
557,556,5831.483487732962
558,557,5844.19302518932
559,558,5853.325432076097
560,559,5863.077131851253
561,560,5887.474658779913
562,561,5896.07272655854
563,562,5904.277694074497
564,563,5906.239734219113
565,564,5907.806272865711
566,565,5932.318859069437
567,566,5933.505221941651
568,567,5944.968426057275
569,568,5952.594714637527
570,569,5970.458864510389
571,570,5983.999990914198
572,571,5987.62345574477
573,572,5991.436247705838
574,573,5995.79034456408
575,574,6013.79862827601
576,575,6014.156793024569
577,576,6026.605472875486
578,577,6032.619263914852
579,578,6039.26697693991
580,579,6047.743254892875
581,580,6051.674023847903
582,581,6053.055371098352
583,582,6062.368440148072
584,583,6065.645583081419
585,584,6072.157082744852
586,585,6073.88510755057
587,586,6078.720479980025
588,587,6090.75778446979
589,588,6092.560916744045
590,589,6102.452880052247
591,590,6111.535056356307
592,591,6115.83225802081
593,592,6116.499757296094
594,593,6124.70474415219
595,594,6132.230621706893
596,595,6145.39252916841
597,596,6155.272800975137
598,597,6174.614327801515
599,598,6176.429399066926
600,599,6192.563651107333
601,600,6192.924860811192
602,601,6193.874152289516
603,602,6210.273031906286
604,603,6215.539562643874
605,604,6222.588925876927
606,605,6230.441078447129
607,606,6232.421314933705
608,607,6239.684424440567
609,608,6252.477458113826
610,609,6259.805909789216
611,610,6275.269454847589
612,611,6275.360685440882
613,612,6296.517517639953
614,613,6310.669848684184
615,614,6312.851813766981
616,615,6315.050398404589
617,616,6332.806379335018
618,617,6347.505461392891
619,618,6348.868141788065
620,619,6366.98709025442
621,620,6378.045630958291
622,621,6380.243509693087
623,622,6395.696539360611
624,623,6398.502577337272
625,624,6398.989513932023
626,625,6409.819557652458
627,626,6411.461773969519
628,627,6411.918438959521
629,628,6441.738139003622
630,629,6473.119438693644
631,630,6502.646559810198
632,631,6529.879811317553
633,632,6554.406314672305
634,633,6575.968248280525
635,634,6594.464961113222
636,635,6609.802182446454
637,636,6621.822826984449
638,637,6630.401945123889
639,638,6635.611822629574
640,639,6637.284671931245
641,640,6638.411941654153
642,641,6638.510894986154
643,642,7371.690128169582
644,643,7424.493051846831
645,644,7508.000655653694
646,645,7615.867234668176
647,646,7739.815120505893
648,647,7869.896083512633
649,648,7994.499245831568
650,649,8100.204677200779
651,650,8172.367026982243
652,651,9582.021791827183
653,652,9629.314424604436
654,653,9704.196119097309
655,654,9801.088328478991
656,655,9912.639095607186
657,656,10029.87867582605
658,657,10142.21262532763
659,658,10237.3955254618
660,659,10302.23386255856
661,660,12149.93680282265
662,661,12191.96003952192
663,662,12258.55509621769
664,663,12344.83691151882
665,664,12444.31389670224
666,665,12548.9634780049
667,666,12649.22026791917
668,667,12734.04818910525
669,668,12791.70745199368
670,669,15091.89740322171
671,670,15125.91907454597
672,671,15179.94123896486
673,672,15250.15959302494
674,673,15331.45873712182
675,674,15417.37436802617
676,675,15500.01646182979
677,676,15570.14517487187
678,677,15617.89182224404
679,678,18361.28672688825
680,679,18384.65707464412
681,680,18422.04702666293
682,681,18471.17973435883
683,682,18528.82181248314
684,683,18590.59432598721
685,684,18650.80502566028
686,685,18702.47607467607
687,686,18737.94514041413
688,687,21855.7551068611
689,688,21869.05583261692
690,689,21890.85194113335
691,690,21920.35588710433
692,691,21956.04893799968
693,692,21995.41143248748
694,693,22034.75088829776
695,694,22069.20623018176
696,695,22093.20643286578
697,696,25441.34248670145
698,697,25448.79517160256
699,698,25461.6737187571
700,699,25479.9668931635
701,700,25502.92683262281
702,701,25528.9363616181
703,702,25555.44748975977
704,703,25578.99903211815
705,704,25595.55737004581
706,705,28970.73095403159
707,706,28976.86158037293
708,707,28987.77628553654
709,708,29003.468941411
710,709,29023.10524347067
711,710,29045.08711396849
712,711,29067.13705777116
713,712,29086.40309678531
714,713,29099.76208202771
715,714,32262.89295899724
716,715,32268.96106653213
717,716,32279.52529083096
718,717,32294.36951671286
719,718,32312.49690247502
720,719,32332.25522346421
721,720,32351.52277511087
722,721,32367.90359072343
723,722,32379.00992984558
724,723,35046.96349017309
725,724,35050.72530697968
726,725,35057.19463199779
727,726,35066.17595480678
728,727,35077.01002442853
729,728,35088.66360078735
730,729,35099.86803184565
731,730,35109.26130262797
732,731,35115.55554256471
733,732,36946.55157050856
734,733,36946.63759317124
735,734,36947.39250060519
736,735,36948.41765415671
737,736,36949.69697246986
738,737,36951.05908191539
739,738,36952.32282277672
740,739,36953.33343710531
741,740,36953.98121511206
