case_label,geometry,backend,legacy_cli_used,debug_local_blocks,debug_candidates,frequency_was_provided,frequency_input_hz,frequency_policy,frequency_used_hz,eps_r,mu_r,k_medium,reference_tm_kc,reference_tm_ztm_actual,ar_m,b_m,r_m,r1_m,r2_m,nx,ny,nr,nt,nmodos,mesh_nodes,mesh_tris,te_assembly_ms,te_solve_ms,tm_assembly_ms,tm_solve_ms,assembly_ms_total,solve_ms_total,post_ms,total_ms
helm10_coax,coax,efgmi,0,0,0,0,0,automatica_tm_referencia_ztm1,104615102.8742066,1,1,2.192570425721877,2.192562701349763,1.000000000004264,,,,1.000000,4.000000,,,10,17,10,187,340,282.040236,25.985761,221.172506,68.635301,503.212742,94.62106199999999,2154.505694,3834.19132
