cell_id,xc_m,yc_m,Ex,Ey,Emag
0,0.06666666666666667,0.008333333333333333,0.06855584609732118,-0.4286816435799806,0.4341288467454715
1,0.03333333333333333,0.01666666666666667,0.1913848804562817,-0.322887198313269,0.3753455944884094
2,0.1666666666666667,0.008333333333333333,-0.004156952689198439,-0.823917822252121,0.8239283088232482
3,0.1333333333333333,0.01666666666666667,0.01065971348146038,-0.8013586628304078,0.8014295577184848
4,0.2666666666666667,0.008333333333333333,-0.07419867110266552,-0.5082334288932443,0.5136211259654201
5,0.2333333333333333,0.01666666666666667,-0.1807425695916261,-0.5930712654216955,0.6200011309114485
6,0.3666666666666667,0.008333333333333333,-0.08105633629164045,0.2314642029064526,0.2452464207285052
7,0.3333333333333333,0.01666666666666667,-0.2237239448110431,0.1332352736674597,0.2603920921054584
8,0.4666666666666666,0.008333333333333333,-0.02001411767598818,0.7485971046006594,0.7488646005272508
9,0.4333333333333333,0.01666666666666667,-0.08364355329609266,0.7393739622250696,0.744090115526604
10,0.5666666666666668,0.008333333333333333,0.05551809753359135,0.6328892066248188,0.6353196101301628
11,0.5333333333333333,0.01666666666666667,0.1241415325789529,0.7045607159411752,0.7154138121105802
12,0.6666666666666666,0.008333333333333333,0.08333603530049909,0.02368781938580908,0.08663721813897733
13,0.6333333333333333,0.01666666666666667,0.229718196157117,0.09116006682589367,0.24714491180152
14,0.7666666666666666,0.008333333333333333,0.04379203072347871,-0.5815035961947372,0.5831502159326516
15,0.7333333333333334,0.01666666666666667,0.146068362703153,-0.5625485615178534,0.5812029341362498
16,0.8666666666666667,0.008333333333333333,-0.02970359414276196,-0.7337368688695802,0.734337862460825
17,0.8333333333333334,0.01666666666666667,-0.0599100025911296,-0.7441986653679049,0.746606229511809
18,0.9666666666666667,0.008333333333333333,-0.0800663410232732,-0.3202653640930927,0.3301219810956797
19,0.9333333333333332,0.01666666666666667,-0.2202823352899815,-0.3472946217089424,0.4112637371672407
20,0.06666666666666667,0.03333333333333333,0.335664130832913,-0.382255604336069,0.5087138250275377
21,0.03333333333333333,0.04166666666666666,0.4475810286797438,-0.2878466962650683,0.5321508224035101
