node_id,x_m,y_m,Hz
0,0,0,-1
1,0.1,0,0.02473638224801394
2,0.2,0,0.9470638114136023
3,0.3,0,-0.00930633119538486
4,0.4,0,-0.9052248026982863
5,0.5,0,0.01111576374392717
6,0.6,0,0.8696952828070305
7,0.7,0,-0.02544749575549461
8,0.8,0,-0.8496403725668137
9,0.9,0,0.03182001585650829
10,1,0,0.815004394651754
11,0,0.025,-0.9869355922326246
12,0.1,0.025,0.0122199685300304
13,0.2,0.025,0.9464559761721789
14,0.3,0.025,0.003004710102110246
15,0.4,0.025,-0.9053108823134732
16,0.5,0.025,-0.000902258569164695
17,0.6,0.025,0.8704777630330724
18,0.7,0.025,-0.01314619463252954
19,0.8,0.025,-0.8502286365160634
20,0.9,0.025,0.02046582191589614
21,1,0.025,0.8251160867505507
22,0,0.05,-0.9759302567075357
23,0.1,0.05,0.003676135492650521
24,0.2,0.05,0.9441832993151791
25,0.3,0.05,0.01150949851299174
26,0.4,0.05,-0.9053266342495728
27,0.5,0.05,-0.009734409178494087
28,0.6,0.05,0.8722695879042566
29,0.7,0.05,-0.00268732888428334
30,0.8,0.05,-0.8512198405370703
31,0.9,0.05,0.01132875875100335
32,1,0.05,0.8311563142152304
33,0,0.075,-0.9655033269717248
34,0.1,0.075,-0.001709551971847514
35,0.2,0.075,0.9403659783029849
36,0.3,0.075,0.01639427359253432
37,0.4,0.075,-0.9053466256039649
38,0.5,0.075,-0.01555852982647677
39,0.6,0.075,0.8749988118336747
40,0.7,0.075,0.005880361589480114
41,0.8,0.075,-0.8527917417127781
42,0.9,0.075,0.003971651331960499
43,1,0.075,0.8348802151542205
44,0,0.1,-0.9547387342313252
45,0.1,0.1,-0.004534841190752573
46,0.2,0.1,0.9351491214227112
47,0.3,0.1,0.01799000138887747
48,0.4,0.1,-0.9053820474696975
49,0.5,0.1,-0.01863681661215854
50,0.6,0.1,0.8784889766787223
51,0.7,0.1,0.01247652476761281
52,0.8,0.1,-0.8551096356579865
53,0.9,0.1,-0.001799644596967731
54,1,0.1,0.8377007776899228
55,0,0.125,-0.9431779712929503
56,0.1,0.125,-0.005288232939299784
57,0.2,0.125,0.928728683779994
58,0.3,0.125,0.01675949378118867
59,0.4,0.125,-0.9053838386976809
60,0.5,0.125,-0.01929640411564514
61,0.6,0.125,0.8824894514079266
62,0.7,0.125,0.01701858298250436
63,0.8,0.125,-0.8583035596565722
64,0.9,0.125,-0.006046621967238955
65,1,0.125,0.8407322444190346
66,0,0.15,-0.9307311522505597
67,0.1,0.15,-0.004417269770748931
68,0.2,0.15,0.921353850956961
69,0.3,0.15,0.01327483265832761
70,0.4,0.15,-0.9052524875742493
71,0.5,0.15,-0.01790927563049416
72,0.6,0.15,0.8867117527396872
73,0.7,0.15,0.01945498450189735
74,0.8,0.15,-0.8624557573272841
75,0.9,0.15,-0.008784063130042336
76,1,0.15,0.844805617131013
77,0,0.175,-0.9175945000416283
78,0.1,0.175,-0.002366160969385677
79,0.2,0.175,0.9133150011196689
80,0.3,0.175,0.008185520905007198
81,0.4,0.175,-0.9048544026214441
82,0.5,0.175,-0.01487406489254905
83,0.6,0.175,0.8908669436989475
84,0.7,0.175,0.01979799266869442
85,0.8,0.175,-0.8675938179131886
86,0.9,0.175,-0.01004411980378462
87,1,0.175,0.8504728776149783
88,0,0.2,-0.9041680547536116
89,0.1,0.2,0.0004107646127019139
90,0.2,0.2,0.904924232568678
91,0.3,0.2,0.002179841124155036
92,0.4,0.2,-0.904043676744525
93,0.5,0.2,-0.01060173464913873
94,0.6,0.2,0.8946994466970599
95,0.7,0.2,0.01815199446322263
96,0.8,0.2,-0.8736869276816516
97,0.9,0.2,-0.009919665220450432
98,1,0.2,0.8580124252109381
99,0,0.225,-0.8909716799654271
100,0.1,0.225,0.00345400981566969
101,0.2,0.225,0.896493681926719
102,0.3,0.225,-0.00405684014407713
103,0.4,0.225,-0.9026870298989544
104,0.5,0.225,-0.005506211428161156
105,0.6,0.225,0.8980134019198299
106,0.7,0.225,0.01473384083698694
107,0.8,0.225,-0.8806442162514531
108,0.9,0.225,-0.008587968596831147
109,1,0.225,0.8674443709923771
110,0,0.25,-0.8785606646621221
111,0.1,0.25,0.006316517950825413
112,0.2,0.25,0.8883152870385685
113,0.3,0.25,-0.009882553859795468
114,0.4,0.25,-0.9006889185067383
115,0.5,0.25,-6.399072343149457e-14
116,0.6,0.25,0.9006889185066741
117,0.7,0.25,0.0098825538597967
118,0.8,0.25,-0.8883152870385984
119,0.9,0.25,-0.006316517950811023
120,1,0.25,0.8785606646622083
121,0,0.275,-0.8674443709923133
122,0.1,0.275,0.008587968596818566
123,0.2,0.275,0.8806442162513959
124,0.3,0.275,-0.01473384083698731
125,0.4,0.275,-0.8980134019198921
126,0.5,0.275,0.005506211428031646
127,0.6,0.275,0.9026870298988999
128,0.7,0.275,0.004056840144082837
129,0.8,0.275,-0.8964936819267274
130,0.9,0.275,-0.00345400981563304
131,1,0.275,0.8909716799655327
132,0,0.3,-0.8580124252108969
133,0.1,0.3,0.009919665220417156
134,0.2,0.3,0.8736869276815822
135,0.3,0.3,-0.01815199446322283
136,0.4,0.3,-0.8946994466971038
137,0.5,0.3,0.01060173464901833
138,0.6,0.3,0.9040436767444752
139,0.7,0.3,-0.002179841124142576
140,0.8,0.3,-0.9049242325686616
141,0.9,0.3,-0.0004107646126414497
142,1,0.3,0.9041680547537255
143,0,0.325,-0.8504728776149614
144,0.1,0.325,0.01004411980373626
145,0.2,0.325,0.8675938179131166
146,0.3,0.325,-0.01979799266867967
147,0.4,0.325,-0.8908669436989675
148,0.5,0.325,0.01487406489244254
149,0.6,0.325,0.9048544026214029
150,0.7,0.325,-0.008185520904997646
151,0.8,0.325,-0.9133150011196337
152,0.9,0.325,0.002366160969467514
153,1,0.325,0.9175945000417403
154,0,0.35,-0.8448056171310326
155,0.1,0.35,0.008784063129980153
156,0.2,0.35,0.8624557573272196
157,0.3,0.35,-0.01945498450185918
158,0.4,0.35,-0.8867117527396772
159,0.5,0.35,0.01790927563041111
160,0.6,0.35,0.9052524875742123
161,0.7,0.35,-0.01327483265832257
162,0.8,0.35,-0.9213538509569189
163,0.9,0.35,0.004417269770835672
164,1,0.35,0.9307311522506536
165,0,0.375,-0.840732244419072
166,0.1,0.375,0.006046621967163402
167,0.2,0.375,0.8583035596565196
168,0.3,0.375,-0.01701858298243954
169,0.4,0.375,-0.8824894514078746
170,0.5,0.375,0.01929640411559116
171,0.6,0.375,0.905383838697644
172,0.7,0.375,-0.01675949378119445
173,0.8,0.375,-0.928728683779947
174,0.9,0.375,0.005288232939374597
175,1,0.375,0.9431779712930091
176,0,0.4,-0.837700777689967
177,0.1,0.4,0.001799644596883789
178,0.2,0.4,0.8551096356579386
179,0.3,0.4,-0.01247652476751704
180,0.4,0.4,-0.878488976678638
181,0.5,0.4,0.01863681661213307
182,0.6,0.4,0.9053820474696538
183,0.7,0.4,-0.01799000138889953
184,0.8,0.4,-0.935149121422676
185,0.9,0.4,0.004534841190801428
186,1,0.4,0.954738734231347
187,0,0.425,-0.8348802151542887
188,0.1,0.425,-0.003971651332054528
189,0.2,0.425,0.8527917417127422
190,0.3,0.425,-0.005880361589344448
191,0.4,0.425,-0.8749988118335564
192,0.5,0.425,0.01555852982647991
193,0.6,0.425,0.9053466256039168
194,0.7,0.425,-0.01639427359257111
195,0.8,0.425,-0.9403659783029578
196,0.9,0.425,0.001709551971869095
197,1,0.425,0.965503326971704
198,0,0.45,-0.8311563142153089
199,0.1,0.45,-0.01132875875110908
200,0.2,0.45,0.8512198405370552
201,0.3,0.45,0.002687328884457345
202,0.4,0.45,-0.8722695879041061
203,0.5,0.45,0.00973440917853351
204,0.6,0.45,0.9053266342495238
205,0.7,0.45,-0.01150949851304172
206,0.8,0.45,-0.944183299315167
207,0.9,0.45,-0.003676135492658013
208,1,0.45,0.9759302567074765
209,0,0.475,-0.8251160867506316
210,0.1,0.475,-0.02046582191601096
211,0.2,0.475,0.8502286365160646
212,0.3,0.475,0.01314619463273515
213,0.4,0.475,-0.8704777630328996
214,0.5,0.475,0.0009022585692219345
215,0.6,0.475,0.9053108823134259
216,0.7,0.475,-0.003004710102170458
217,0.8,0.475,-0.9464559761721807
218,0.9,0.475,-0.01221996853006204
219,1,0.475,0.9869355922325397
220,0,0.5,-0.8150043946518367
221,0.1,0.5,-0.03182001585662195
222,0.2,0.5,0.8496403725668117
223,0.3,0.5,0.02544749575571307
224,0.4,0.5,-0.8696952828068456
225,0.5,0.5,-0.01111576374386817
226,0.6,0.5,0.9052248026982381
