node_id,x_m,y_m,Ez
0,0,0,0
1,0.1,0,0
2,0.2,0,0
3,0.3,0,0
4,0.4,0,0
5,0.5,0,0
6,0.6,0,0
7,0.7,0,0
8,0.8,0,0
9,0.9,0,0
10,1,0,0
11,0,0.025,0
12,0.1,0.025,-0.1453193631660985
13,0.2,0.025,-0.07426456504857407
14,0.3,0.025,0.1068049650343513
15,0.4,0.025,0.1380790573076387
16,0.5,0.025,-0.03183590310024397
17,0.6,0.025,-0.170933382037662
18,0.7,0.025,-0.08296898378798401
19,0.8,0.025,0.1193627038669005
20,0.9,0.025,0.165941336098031
21,1,0.025,0
22,0,0.05,0
23,0.1,0.05,-0.2874943325232023
24,0.2,0.05,-0.1502778270425454
25,0.3,0.05,0.2086578491755828
26,0.4,0.05,0.2752372236405182
27,0.5,0.05,-0.05815157065290398
28,0.6,0.05,-0.3362594730589969
29,0.7,0.05,-0.1672502857490797
30,0.8,0.05,0.2320923611229588
31,0.9,0.05,0.3277886676494712
32,1,0.05,0
33,0,0.075,0
34,0.1,0.075,-0.4240425730142186
35,0.2,0.075,-0.2266178874893626
36,0.3,0.075,0.3032333164383934
37,0.4,0.075,0.4087519274512966
38,0.5,0.075,-0.07741728287490894
39,0.6,0.075,-0.4911424246150932
40,0.7,0.075,-0.2505444093813833
41,0.8,0.075,0.3348383641609156
42,0.9,0.075,0.4804002053670347
43,1,0.075,0
44,0,0.1,0
45,0.1,0.1,-0.5523136420784728
46,0.2,0.1,-0.3016758544749607
47,0.3,0.1,0.3883904843554257
48,0.4,0.1,0.5357765960149979
49,0.5,0.1,-0.08857065499212109
50,0.6,0.1,-0.6311484851761032
51,0.7,0.1,-0.3304718122653576
52,0.8,0.1,0.424755165571277
53,0.9,0.1,0.6191869888641589
54,1,0.1,0
55,0,0.125,0
56,0.1,0.125,-0.6695538459521576
57,0.2,0.125,-0.3736546654286939
58,0.3,0.125,0.4622216624687464
59,0.4,0.125,0.6533612915665082
60,0.5,0.125,-0.09111696861858308
61,0.6,0.125,-0.7524205156884091
62,0.7,0.125,-0.4046534247368048
63,0.8,0.125,0.4996037018312192
64,0.9,0.125,0.7402324384393494
65,1,0.125,0
66,0,0.15,0
67,0.1,0.15,-0.7729839911206311
68,0.2,0.15,-0.4405927051941252
69,0.3,0.15,0.5230998846812858
70,0.4,0.15,0.7585002875179166
71,0.5,0.15,-0.08518545698330582
72,0.6,0.15,-0.8518203931150901
73,0.7,0.15,-0.4707965177697919
74,0.8,0.15,0.5578104961077254
75,0.9,0.15,0.8403802602604576
76,1,0.15,0
77,0,0.175,0
78,0.1,0.175,-0.8598899376706479
79,0.2,0.175,-0.5004104257759361
80,0.3,0.175,0.569723898040157
81,0.4,0.175,0.8482080663736568
82,0.5,0.175,-0.07153518884286922
83,0.6,0.175,-0.9270306496155686
84,0.7,0.175,-0.5267803602884089
85,0.8,0.175,0.5984862885832988
