ordered_rank,solver_index,lambda_real,lambda_imag,beta_denominator
1,0,-3672.545652577262,0,0.003975794590856306
2,1,-3593.673607316495,0,0.003995055612994529
3,2,-3478.515018558249,0,0.004018005429146385
4,3,-3346.716747466321,0,0.004038037110360254
5,4,-3216.126857098222,0,0.004071640790062447
6,5,-3188.06394256038,0,0.00435766301465886
7,6,-3089.776445066966,0,0.004355905431915753
8,7,-3076.771873830649,0,0.0041268153662553
9,8,-2950.366548811782,0,0.004400524364927698
10,9,-2932.440822212609,0,0.00410231700161349
11,10,-2792.009367633311,0,0.004414781130518385
12,11,-2786.594094562281,0,0.004111741845168322
13,12,-2649.294465784348,0,0.004313463220276036
14,13,-2636.844936793169,0,0.004540686394466439
15,14,-2625.021604225189,0,0.004561486497969751
16,15,-2548.422395413964,0,0.004827462622119232
17,16,-2508.743492931746,0,0.004016659164635175
18,17,-2502.303401143328,0,0.004630977063570824
19,18,-2447.955765955929,0,0.003714553798804648
20,19,-2397.178338345457,0,0.004837411265101459
21,20,-2367.402699470072,0,0.00478666973160007
22,21,-2250.264805899679,0,0.004918307068778075
23,22,-2245.010534144947,0,0.004862722483362498
24,23,-2196.725096448864,0,0.005167258653510638
25,24,-2161.582067632607,0,0.004916594457836352
26,25,-2122.999108743697,0,0.005263536599348694
27,26,-2114.63167163101,0,0.005038704982474904
28,27,-2099.088206868124,0,0.005131186583491932
29,28,-2055.368447445516,0,0.005016476828861933
30,29,-2036.175391885475,0,0.005216982183710188
31,30,-1992.101920420576,0,0.005501311800341013
32,32,-1982.244092736074,0,0.005518938957185103
33,31,-1972.671805225937,0,0.005491684296853436
34,33,-1943.924973650421,0,0.005555534914162863
35,34,-1919.012171311714,0,0.005501980726222815
36,35,-1880.939388904457,0,0.00560673647171644
37,36,-1853.899001847976,0,0.005691941416991177
38,37,-1827.413709432407,0,0.005904421548980403
39,38,-1813.652128670438,0,0.005968927199598939
40,39,-1757.11351676338,0,0.005759552434778679
41,40,-1749.925846674112,0,0.005837844035751673
42,41,-1744.183004206872,0,0.005956641495258446
43,42,-1696.490991609799,0,0.005926097120270713
44,43,-1640.873964554419,0,0.005993996185799083
45,44,-1547.870770927206,0,0.006127797194666374
46,45,-1450.608370632828,0,0.006203070566314407
47,46,-1370.350813505669,0,0.006194187854012077
48,47,-1311.285135858646,0,0.006145620160529291
49,48,-1273.10125500878,0,0.006070553740401231
50,49,-1237.573070256014,0,0.006065802340587959
51,51,-1187.187271233922,0,0.005805579473795062
52,50,-1175.195480696909,0,0.005634682818150352
53,52,-1112.145680867433,0,0.005508269546186747
54,53,-1034.934962341698,0,0.005381521474480465
