ordered_rank,solver_index,lambda_real,lambda_imag,beta_denominator
1,0,-3701.843254207364,0,0.003975123286838076
2,1,-3622.914091029543,0,0.003994357658121818
3,2,-3507.721060051342,0,0.004017308112008813
4,3,-3376.076919259381,0,0.00403761656843402
5,4,-3245.757112369167,0,0.004071240503431356
6,5,-3218.737972073119,0,0.004358595908483579
7,6,-3119.58568505015,0,0.004369925785255524
8,7,-3107.136128550146,0,0.004112996665680876
9,8,-2980.470083092534,0,0.0044102447657032
10,9,-2962.421600050548,0,0.004092089248781563
11,10,-2822.180461432121,0,0.004459022772884381
12,11,-2816.385922896524,0,0.004070439430466195
13,12,-2678.768124968616,0,0.004334364474324164
14,13,-2667.350822532399,0,0.004541008665087003
15,14,-2654.898977911233,0,0.004540483453178515
16,15,-2578.53320815951,0,0.0048341731589846
17,16,-2537.85106974968,0,0.004020982830127357
18,17,-2532.919487984595,0,0.004630572674122546
19,18,-2478.436153967577,0,0.00369440497730275
20,19,-2427.485773876109,0,0.004841965044200023
21,20,-2397.923151738866,0,0.004787488146478371
22,21,-2279.823782857203,0,0.004923725961069001
23,22,-2275.315059077367,0,0.004858537428401397
24,23,-2225.408040021704,0,0.005150599172478785
25,24,-2190.25252480168,0,0.00491149906924934
26,25,-2149.807361567469,0,0.005311091933506722
27,27,-2141.569406781407,0,0.005099169370768349
28,26,-2124.986711814048,0,0.005049804237542233
29,28,-2095.418376494507,0,0.005001587319012324
30,29,-2064.787431422105,0,0.005215665835760361
31,30,-2023.758428274929,0,0.005513490733860032
32,32,-2012.895620309766,0,0.005513910687174165
33,31,-2000.885779650708,0,0.005480810739077955
34,33,-1975.368281059613,0,0.005570995482875422
35,34,-1949.248327549738,0,0.005498527969518799
36,35,-1910.922037892113,0,0.005577599075589734
37,36,-1882.22058640432,0,0.005694090332143209
38,37,-1856.303647137364,0,0.005931963410797126
39,38,-1848.242406758884,0,0.005981917568181764
40,42,-1787.606886175,0,0.005767864667817252
41,43,-1783.248676073915,0,0.005829531345897808
42,41,-1774.576246178432,0,0.005957563859544401
43,40,-1727.816888769764,0,0.005925549493589592
44,39,-1672.640930623023,0,0.005995997807684553
45,44,-1578.586045978691,0,0.006132816106520152
