case_label,geometry,backend,legacy_cli_used,debug_local_blocks,debug_candidates,frequency_was_provided,frequency_input_hz,frequency_policy,frequency_used_hz,eps_r,mu_r,k_medium,reference_tm_kc,reference_tm_ztm_actual,ar_m,b_m,r_m,r1_m,r2_m,nx,ny,nr,nt,nmodos,mesh_nodes,mesh_tris,te_assembly_ms,te_solve_ms,tm_assembly_ms,tm_solve_ms,assembly_ms_total,solve_ms_total,post_ms,total_ms
helm10_coax,coax,closed-form,0,0,0,0,0,automatica_tm_referencia_ztm1,105021581.5539591,1,1,2.201089588896465,2.201081834511547,0.999999999987648,,,,1.000000,4.000000,,,10,17,10,187,340,0.550843,33.646546,0.12464,12.927817,0.6754829999999999,46.574363,2028.547392,3153.710299
