case_label,geometry,backend,legacy_cli_used,debug_local_blocks,debug_candidates,frequency_was_provided,frequency_input_hz,frequency_policy,frequency_used_hz,eps_r,mu_r,k_medium,reference_tm_kc,reference_tm_ztm_actual,ar_m,b_m,r_m,r1_m,r2_m,nx,ny,nr,nt,nmodos,mesh_nodes,mesh_tris,te_assembly_ms,te_solve_ms,tm_assembly_ms,tm_solve_ms,assembly_ms_total,solve_ms_total,post_ms,total_ms
helm10_circle,circle,efgmi,0,0,0,0,0,automatica_tm_referencia_ztm1,364612320.7489576,1,1,7.641709173571808,7.641682252016841,0.9999999999806363,,,1.000000,,,,,8,15,10,121,225,198.100834,6.282555,177.972297,43.21002,376.073131,49.492575,819.663348,1725.248534
