cell_id,xc_m,yc_m,Ex,Ey,Emag
0,0.07973106073510837,0.01694736012815834,0.05187679443046462,-0.2440611290608615,0.2495135998675086
1,0.06594483600006079,0.04791172785638309,0.1466604142485299,-0.2018607426205123,0.2495135998675325
2,0.04075615003057523,0.07059172257385615,0.2160851160749794,-0.124756799933778,0.2495135998675303
3,0.008520355462803922,0.08106576715264278,0.2481467382604961,-0.02608127315857605,0.2495135998676133
4,-0.02518868596948555,0.077522804131363,0.2373015350582634,0.07710394268668354,0.2495135998675014
5,-0.05454237476562279,0.06057544400320466,0.1854247406277871,0.1669571863740921,0.2495135998674931
6,-0.07446519146286472,0.03315403929625969,0.1014863240119072,0.2279420157790314,0.2495135998675383
7,-0.08151230006115047,1.040834085586084e-17,2.068726390940365e-14,0.2495135998674745,0.2495135998674745
8,-0.07446519146286472,-0.03315403929625967,-0.1014863240118686,0.2279420157790408,0.2495135998675312
9,-0.05454237476562283,-0.06057544400320464,-0.1854247406278082,0.1669571863741829,0.2495135998675695
10,-0.02518868596948561,-0.07752280413136299,-0.2373015350582908,0.07710394268677956,0.2495135998675571
11,0.008520355462803874,-0.08106576715264278,-0.2481467382603985,-0.02608127315849287,0.2495135998675075
12,0.04075615003057523,-0.07059172257385615,-0.2160851160749747,-0.1247567999337264,0.2495135998675004
13,0.06594483600006081,-0.04791172785638309,-0.1466604142485776,-0.2018607426205077,0.2495135998675568
14,0.07973106073510837,-0.01694736012815834,-0.05187679443050066,-0.2440611290608327,0.2495135998674879
15,0.2011287881368834,0.03389472025631668,0.09275594708014839,-0.5728529143216832,0.5803138178309913
16,0.1558598488719918,0.05084208038447502,0.1573930738259001,-0.4675352084337505,0.4933170895210866
17,0.1699540660685633,0.1127708158409245,0.3177370454717947,-0.4855999352352566,0.5803138178310342
18,0.121705719863299,0.1098404633128326,0.3339494288561371,-0.3630971354613591,0.4933170895211159
19,0.1093927419927696,0.1721478128759371,0.4877785221509218,-0.3143823158097117,0.5803138178310202
20,0.06650756622848752,0.149846432265119,0.4527628938018334,-0.195876269133761,0.4933170895211029
21,0.02991641902456399,0.201758889150917,0.5734786610213947,-0.08880513790700451,0.5803138178309851
22,-0.0001903498095005227,0.1639425917666656,0.4932895411875529,0.005213383607158689,0.4933170895211941
23,-0.05473272457512331,0.1964840205697374,0.5600191295111994,0.1521272551092097,0.5803138178309595
24,-0.06685535263615219,0.1496915877800662,0.4485219455069481,0.2054015949602461,0.4933170895210814
25,-0.1299180828645789,0.1572352798307609,0.4497272028944422,0.3667554636842699,0.580313817830941
26,-0.1219604576302017,0.1095575483609108,0.3262008307543296,0.3700740045298066,0.4933170895210728
27,-0.1826394243580189,0.09079913077137243,0.2616733572538698,0.5179683207195377,0.5803138178309467
28,-0.1559774915240152,0.05048001353107297,0.1474766289227701,0.4707572566994241,0.4933170895211232
29,-0.2037807501528762,0.00866298711740666,0.02837381091626224,0.5796197495079377,0.58031381783097
30,-0.1630246001223009,-0.01732597423481325,-0.05674762183262639,0.4900423024901711,0.4933170895210576
31,-0.1896865329563047,-0.07497106570992597,-0.2098318250967329,0.5410496579263356,0.5803138178310342
32,-0.1418832743274437,-0.08213614365396575,-0.251159693237195,0.424594582285944,0.4933170895211083
33,-0.1427937909635351,-0.1456419401852623,-0.4117556322881941,0.4089271652073854,0.5803138178310067
34,-0.09620904143228953,-0.1327442276519078,-0.4021439719669328,0.2857306014837633,0.4933170895211461
35,-0.07121070527230457,-0.1911300000870776,-0.5424831499745698,0.2060974506374175,0.5803138178309856
36,-0.03389939124179013,-0.1603996287453857,-0.4835939045802672,0.09746120390397824,0.4933170895211328
37,0.01268535828945549,-0.203569946612297,-0.5794104027256272,-0.03236838548431838,0.5803138178309516
38,0.03427177166071615,-0.1603204768439056,-0.4814260577789347,-0.1076601212380394,0.4933170895210863
39,0.09438800816010662,-0.1808107999933437,-0.516152333067195,-0.2652374336982588,0.5803138178309619
40,0.09651703389381344,-0.1325204580303057,-0.3960152719692321,-0.294166033356483,0.4933170895210831
41,0.1597701139317407,-0.1267878234409909,-0.3636468359246697,-0.4522445200193025,0.5803138178309327
42,0.1420736241369442,-0.08180644811269977,-0.2421298479502304,-0.429807965893148,0.4933170895211387
43,0.1975265155386584,-0.05084208038447502,-0.1482634972229696,-0.5610544203165531,0.5803138178309465
44,0.1630643940684417,-0.01694736012815834,-0.04637797354000504,-0.4911321964439551,0.4933170895210718
45,0.3225265155386585,0.05084208038447502,0.1085465196179949,-0.80627594907861,0.8135497851906748
46,0.2736553036755419,0.0847368006407917,0.2527142564566048,-0.7455200131130978,0.7871877700832045
47,0.2739632961370658,0.177629903825466,0.4271041528609228,-0.6924198838802745,0.813549785190691
48,0.2155309977949789,0.1887165588974405,0.5340962685469479,-0.5782782732325904,0.7871877700832502
49,0.1780293339549639,0.273703903178018,0.6718115979547935,-0.4588381303218512,0.8135497851906945
50,0.1201394243580189,0.2600655096846065,0.723128183693206,-0.311046966416945,0.7871877700832369
51,0.05131248258632406,0.3224520111491911,0.8003567145454996,-0.1459190956172323,0.8135497851906897
52,0.003974653017151175,0.2864467712263197,0.7871246664655687,0.009967186665128573,0.7871877700831932
