node_id,x_m,y_m,Ez
0,0,0,-1
1,0.125,0,-0.8647595305101318
2,0.1141931822053251,0.05084208038447502,-0.8647595305101674
3,0.08364132579485728,0.09289310318467427,-0.8647595305101751
4,0.03862712429686843,0.1188820645368942,-0.8647595305101305
5,-0.01306605790845667,0.1243152369210342,-0.8647595305100397
6,-0.06249999999999997,0.1082531754730548,-0.8647595305099494
7,-0.1011271242968684,0.07347315653655916,-0.8647595305099038
8,-0.1222684500917257,0.02598896135221991,-0.8647595305099193
9,-0.1222684500917257,-0.02598896135221988,-0.8647595305099961
10,-0.1011271242968684,-0.07347315653655913,-0.8647595305100848
11,-0.06250000000000006,-0.1082531754730548,-0.8647595305101576
12,-0.01306605790845678,-0.1243152369210342,-0.8647595305101666
13,0.0386271242968684,-0.1188820645368942,-0.8647595305101425
14,0.08364132579485731,-0.09289310318467425,-0.8647595305101132
15,0.1141931822053251,-0.05084208038447502,-0.8647595305101059
16,0.25,0,-0.5589242886524494
17,0.2283863644106502,0.10168416076895,-0.5589242886526474
18,0.1672826515897146,0.1857862063693485,-0.5589242886527527
19,0.07725424859373686,0.2377641290737884,-0.5589242886526311
20,-0.02613211581691333,0.2486304738420684,-0.5589242886523929
21,-0.1249999999999999,0.2165063509461097,-0.5589242886521431
22,-0.2022542485937368,0.1469463130731183,-0.5589242886520074
23,-0.2445369001834514,0.05197792270443983,-0.5589242886520444
24,-0.2445369001834514,-0.05197792270443977,-0.5589242886522772
25,-0.2022542485937369,-0.1469463130731183,-0.5589242886525375
26,-0.1250000000000001,-0.2165063509461096,-0.5589242886526956
27,-0.02613211581691356,-0.2486304738420683,-0.5589242886526714
28,0.07725424859373681,-0.2377641290737884,-0.5589242886525057
29,0.1672826515897146,-0.1857862063693485,-0.5589242886523824
30,0.2283863644106502,-0.10168416076895,-0.5589242886523373
31,0.375,0,-0.1748772634397829
32,0.3425795466159753,0.1525262411534251,-0.1748772634401415
33,0.2509239773845718,0.2786793095540228,-0.1748772634404029
34,0.1158813728906053,0.3566461936106826,-0.1748772634402514
35,-0.03919817372537,0.3729457107631025,-0.1748772634398514
36,-0.1874999999999999,0.3247595264191645,-0.174877263439457
37,-0.3033813728906052,0.2204194696096775,-0.1748772634392063
38,-0.3668053502751771,0.07796688405665975,-0.1748772634392621
39,-0.3668053502751771,-0.07796688405665965,-0.17487726343968
40,-0.3033813728906053,-0.2204194696096774,-0.1748772634401747
41,-0.1875000000000002,-0.3247595264191644,-0.1748772634404159
42,-0.03919817372537034,-0.3729457107631025,-0.1748772634402573
43,0.1158813728906052,-0.3566461936106826,-0.1748772634399226
44,0.250923977384572,-0.2786793095540228,-0.1748772634396235
45,0.3425795466159753,-0.1525262411534251,-0.1748772634395651
46,0.5,0,0.1697307101468391
47,0.4567727288213004,0.2033683215379001,0.1697307101462898
48,0.3345653031794291,0.3715724127386971,0.1697307101459397
49,0.1545084971874737,0.4755282581475768,0.1697307101460993
50,-0.05226423163382667,0.4972609476841367,0.1697307101466175
51,-0.2499999999999999,0.4330127018922194,0.1697307101470585
52,-0.4045084971874737,0.2938926261462366,0.1697307101473996
53,-0.4890738003669028,0.1039558454088797,0.169730710147361
54,-0.4890738003669028,-0.1039558454088795,0.169730710146809
55,-0.4045084971874738,-0.2938926261462365,0.1697307101461228
56,-0.2500000000000002,-0.4330127018922192,0.1697307101459548
57,-0.05226423163382712,-0.4972609476841366,0.1697307101461708
58,0.1545084971874736,-0.4755282581475768,0.1697307101466107
59,0.3345653031794292,-0.371572412738697,0.1697307101470463
60,0.4567727288213005,-0.2033683215379001,0.169730710147145
61,0.625,0,0.3740343799792714
62,0.5709659110266255,0.2542104019223751,0.374034379978674
63,0.4182066289742864,0.4644655159233713,0.3740343799781522
64,0.1931356214843422,0.5944103226844709,0.3740343799784192
