node_id,x_m,y_m,Hz
0,0,0,4.905546751839133e-13
1,0.125,0,-0.08203831514815423
2,0.1141931822053251,0.05084208038447502,-0.1747685203007497
3,0.08364132579485728,0.09289310318467427,-0.1518476167740901
4,0.03862712429686843,0.1188820645368942,-0.02844325547131727
5,-0.01306605790845667,0.1243152369210342,0.1137831112137066
6,-0.06249999999999997,0.1082531754730548,0.1807147798712406
7,-0.1011271242968684,0.07347315653655916,0.1280604692530418
8,-0.1222684500917257,0.02598896135221991,-0.009336420987243969
9,-0.1222684500917257,-0.02598896135221988,-0.1405550393256602
10,-0.1011271242968684,-0.07347315653655913,-0.1787629363941022
11,-0.06250000000000006,-0.1082531754730548,-0.09867646472189381
12,-0.01306605790845678,-0.1243152369210342,0.0467080510488886
13,0.0386271242968684,-0.1188820645368942,0.1611840377624886
14,0.08364132579485731,-0.09289310318467425,0.1689982947981346
15,0.1141931822053251,-0.05084208038447502,0.06497982518157347
16,0.25,0,-0.2687497029937013
17,0.2283863644106502,0.10168416076895,-0.5868138786711852
18,0.1672826515897146,0.1857862063693485,-0.5165605499161658
19,0.07725424859373686,0.2377641290737884,-0.1044790693014509
20,-0.02613211581691333,0.2486304738420684,0.3767402639292835
21,-0.1249999999999999,0.2165063509461097,0.6086559517872249
22,-0.2022542485937368,0.1469463130731183,0.437800388237453
23,-0.2445369001834514,0.05197792270443983,-0.02276467329631059
24,-0.2445369001834514,-0.05197792270443977,-0.4682654675299794
25,-0.2022542485937369,-0.1469463130731183,-0.6038968391540835
26,-0.1250000000000001,-0.2165063509461096,-0.3399062487928539
27,-0.02613211581691356,-0.2486304738420683,0.1490134904343078
28,0.07725424859373681,-0.2377641290737884,0.5393252232128711
29,0.1672826515897146,-0.1857862063693485,0.5727445368318692
30,0.2283863644106502,-0.10168416076895,0.2271565752253756
31,0.375,0,-0.4297085765287939
32,0.3425795466159753,0.1525262411534251,-0.928890421837998
33,0.2509239773845718,0.2786793095540228,-0.8133894458819091
34,0.1158813728906053,0.3566461936106826,-0.1596371244190563
35,-0.03919817372537,0.3729457107631025,0.5997532741614945
36,-0.1874999999999999,0.3247595264191645,0.9622636684300685
37,-0.3033813728906052,0.2204194696096775,0.6880068697061136
38,-0.3668053502751771,0.07796688405665975,-0.04153076061969802
39,-0.3668053502751771,-0.07796688405665965,-0.7435858757778697
40,-0.3033813728906053,-0.2204194696096774,-0.9535813752583243
41,-0.1875000000000002,-0.3247595264191644,-0.5325550919011249
42,-0.03919817372537034,-0.3729457107631025,0.2408835521319409
43,0.1158813728906052,-0.3566461936106826,0.85492020650111
44,0.250923977384572,-0.2786793095540228,0.9032230001965648
45,0.3425795466159753,-0.1525262411534251,0.3538281010967242
46,0.5,0,-0.4502471490174297
47,0.4567727288213004,0.2033683215379001,-0.9662031481523289
48,0.3345653031794291,0.3715724127386971,-0.84278504776013
49,0.1545084971874737,0.4755282581475768,-0.1616633919218042
50,-0.05226423163382667,0.4972609476841367,0.6264372008324957
51,-0.2499999999999999,0.4330127018922194,1
52,-0.4045084971874737,0.2938926261462366,0.7118240118862584
53,-0.4890738003669028,0.1039558454088797,-0.04739353461371306
54,-0.4890738003669028,-0.1039558454088795,-0.7752489409925686
55,-0.4045084971874738,-0.2938926261462365,-0.9900920533161076
56,-0.2500000000000002,-0.4330127018922192,-0.5497528509826057
57,-0.05226423163382712,-0.4972609476841366,0.2543791362657934
58,0.1545084971874736,-0.4755282581475768,0.8901785823726509
59,0.3345653031794292,-0.371572412738697,0.9369123329135183
60,0.4567727288213005,-0.2033683215379001,0.3636548524830744
61,0.625,0,-0.2971566923030454
62,0.5709659110266255,0.2542104019223751,-0.6360191687803979
63,0.4182066289742864,0.4644655159233713,-0.5540030918187789
64,0.1931356214843422,0.5944103226844709,-0.1053816807229662
65,-0.06533028954228333,0.6215761846051708,0.4129748759707816
66,-0.3124999999999999,0.5412658773652742,0.6580499390635725
67,-0.505635621484342,0.3673657826827958,0.4676678335118598
68,-0.6113422504586286,0.1299448067610996,-0.03218821704386949
69,-0.6113422504586286,-0.1299448067610994,-0.5107440758861316
70,-0.5056356214843423,-0.3673657826827956,-0.651320769337401
71,-0.3125000000000003,-0.541265877365274,-0.36089324676009
72,-0.0653302895422839,-0.6215761846051708,0.168351335268117
73,0.193135621484342,-0.594410322684471,0.5861913088614519
74,0.4182066289742865,-0.4644655159233713,0.616125756608535
75,0.5709659110266256,-0.2542104019223751,0.2383458933656536
76,0.75,0,-0.03846402290626774
77,0.6851590932319507,0.3050524823068501,-0.08135436898921214
78,0.5018479547691437,0.5573586191080456,-0.07040937359320344
79,0.2317627457812106,0.7132923872213651,-0.01287176469576446
80,-0.07839634745074001,0.745891421526205,0.05318359015113582
81,-0.3749999999999998,0.649519052838329,0.08404530055247308
82,-0.6067627457812105,0.4408389392193549,0.0592909756942723
83,-0.7336107005503543,0.1559337681133195,-0.004698487525488348
84,-0.7336107005503543,-0.1559337681133193,-0.06557877930399103
85,-0.6067627457812107,-0.4408389392193548,-0.08306304919022164
86,-0.3750000000000003,-0.6495190528383288,-0.04558127764482013
87,-0.07839634745074067,-0.7458914215262049,0.02206339329451156
88,0.2317627457812104,-0.7132923872213652,0.07510786111747765
89,0.5018479547691439,-0.5573586191080455,0.07845054400050609
90,0.6851590932319507,-0.3050524823068501,0.02987945903724098
91,0.875,0,0.2004115933438425
92,0.7993522754372757,0.3558945626913251,0.4307323983966263
93,0.585489280564001,0.6502517222927199,0.3760208684973442
94,0.270389870078079,0.8321744517582593,0.07248174509618931
95,-0.09146240535919667,0.8702066584472392,-0.2790213604215294
96,-0.4374999999999998,0.7577722283113839,-0.4458852092605126
97,-0.7078898700780789,0.5143120957559141,-0.3176895204491909
98,-0.85587915064208,0.1819227294655394,0.02073364634311424
99,-0.85587915064208,-0.1819227294655392,0.3454365551549048
100,-0.7078898700780791,-0.5143120957559139,0.4415506968813169
101,-0.4375000000000004,-0.7577722283113836,0.2454736159196025
102,-0.09146240535919746,-0.8702066584472391,-0.1130428779476812
103,0.2703898700780788,-0.8321744517582594,-0.3967545148417977
104,0.5854892805640012,-0.6502517222927198,-0.4179183002484018
105,0.7993522754372758,-0.3558945626913251,-0.1625293364630203
106,1,0,0.2858053281772401
107,0.9135454576426009,0.4067366430758002,0.6168757318955245
108,0.6691306063588582,0.7431448254773941,0.5397355368923634
109,0.3090169943749475,0.9510565162951535,0.1054314022662384
110,-0.1045284632676533,0.9945218953682734,-0.3986407806573652
111,-0.4999999999999998,0.8660254037844387,-0.6389168968181619
112,-0.8090169943749473,0.5877852522924732,-0.4563969204961164
113,-0.9781476007338057,0.2079116908177593,0.02813860049896297
114,-0.9781476007338057,-0.2079116908177591,0.4940537181312425
115,-0.8090169943749476,-0.587785252292473,0.6330343274829451
116,-0.5000000000000004,-0.8660254037844384,0.3531115686445169
117,-0.1045284632676542,-0.9945218953682733,-0.1604788113999653
118,0.3090169943749472,-0.9510565162951536,-0.5678741373928696
119,0.6691306063588585,-0.743144825477394,-0.5994851203941755
120,0.913545457642601,-0.4067366430758002,-0.2343935468287535
