node_id,x_m,y_m,Ez
0,0,0,0
1,0.1,0,0
2,0.2,0,0
3,0.3,0,0
4,0.4,0,0
5,0.5,0,0
6,0.6,0,0
7,0.7,0,0
8,0.8,0,0
9,0.9,0,0
10,1,0,0
11,0,0.09,0
12,0.1,0.09,-0.1369948467352294
13,0.2,0.09,-0.2576125280116834
14,0.3,0.09,-0.3514702698539843
15,0.4,0.09,-0.4112697211050251
16,0.5,0.09,-0.4315396091645994
17,0.6,0.09,-0.4100909065358112
18,0.7,0.09,-0.3492678068769951
19,0.8,0.09,-0.2554687569905296
20,0.9,0.09,-0.1373069089489153
21,1,0.09,0
22,0,0.18,0
23,0.1,0.18,-0.2655687111570886
24,0.2,0.18,-0.505852268852496
25,0.3,0.18,-0.695015110939021
26,0.4,0.18,-0.8159942239493118
27,0.5,0.18,-0.8574159775415253
28,0.6,0.18,-0.8153583811970201
29,0.7,0.18,-0.6949207153173682
30,0.8,0.18,-0.5099866461815229
31,0.9,0.18,-0.2802520459923236
32,1,0.18,0
33,0,0.27,0
34,0.1,0.27,-0.2787436506082822
35,0.2,0.27,-0.5712094843099591
36,0.3,0.27,-0.7999554428397396
37,0.4,0.27,-0.9466805966953716
38,0.5,0.27,-1
39,0.6,0.27,-0.9556288065161533
40,0.7,0.27,-0.8185717817062952
41,0.8,0.27,-0.6037842663810699
42,0.9,0.27,-0.3315702410009223
43,1,0.27,0
44,0,0.36,0
45,0.1,0.36,-0.1523542399741462
46,0.2,0.36,-0.2952808047412159
47,0.3,0.36,-0.4090241513656112
48,0.4,0.36,-0.4821239332561954
49,0.5,0.36,-0.5077070240937807
50,0.6,0.36,-0.4834560379454805
51,0.7,0.36,-0.4118231353089407
52,0.8,0.36,-0.2998572455131959
53,0.9,0.36,-0.1587389842673579
54,1,0.36,0
55,0,0.45,0
56,0.1,0.45,0
57,0.2,0.45,0
58,0.3,0.45,0
59,0.4,0.45,0
60,0.5,0.45,0
61,0.6,0.45,0
62,0.7,0.45,0
63,0.8,0.45,0
64,0.9,0.45,0
65,1,0.45,0
