case_label,geometry,backend,debug_local_blocks,debug_candidates,ar_m,b_m,r_m,r1_m,r2_m,nx,ny,nr,nt,mesh_nodes,mesh_tris,e_assembly_ms,e_solve_ms,e_post_ms,h_assembly_ms,h_solve_ms,h_post_ms,assembly_ms_total,solve_ms_total,post_ms_total,total_ms
mixed_circle,circle,efgmi,0,0,,,1,,,,,8,15,121,225,191.52053,97.51665300000001,3332.101927,134.916922,106.953926,3660.895122,326.437452,204.470579,6992.997049,7821.369633
