case_label,geometry,backend,legacy_cli_used,debug_local_blocks,debug_candidates,frequency_was_provided,frequency_input_hz,frequency_policy,frequency_used_hz,eps_r,mu_r,k_medium,reference_tm_kc,reference_tm_ztm_actual,ar_m,b_m,r_m,r1_m,r2_m,nx,ny,nr,nt,nmodos,mesh_nodes,mesh_tris,te_assembly_ms,te_solve_ms,tm_assembly_ms,tm_solve_ms,assembly_ms_total,solve_ms_total,post_ms,total_ms
helm10_rect,rect,closed-form,0,0,0,0,0,automatica_tm_referencia_ztm1,941476051.720603,1,1,19.73187896216222,19.73180944723407,0.9999999999996795,1.000000,0.500000,,,,10,20,,,10,231,400,0.89215,41.477499,0.066262,12.646838,0.958412,54.124337,138.592423,421.870599
