node_id,x_m,y_m,psi,dpsi_dx,dpsi_dy,Ex,Ey
0,0,0,-2.921337650034431,1.356952352920255,3.97978687737749,-3.97978687737749,1.356952352920255
1,0.1,0,-2.76337285699721,2.672546111415639,4.082818158881238,-4.082818158881238,2.672546111415639
2,0.2,0,-2.3483931712346,5.058959416390763,3.456162041076259,-3.456162041076259,5.058959416390763
3,0.3,0,-1.704534023561855,6.955132395350335,2.493809843743984,-2.493809843743984,6.955132395350335
4,0.4,0,-0.8941412791792541,8.168990862491093,1.289804422493207,-1.289804422493207,8.168990862491093
5,0.5,0,0.003117188324038922,8.581359955899327,-0.0391169767840378,0.0391169767840378,8.581359955899327
6,0.6,0,0.8994778847863351,8.155666094392464,-1.363591502659576,1.363591502659576,8.155666094392464
7,0.7,0,1.707548212895154,6.93664328956384,-2.554413413900892,2.554413413900892,6.93664328956384
8,0.8,0,2.348945753648562,5.040782969970065,-3.496944056848593,3.496944056848593,5.040782969970065
9,0.9,0,2.759272188379276,2.762800570166919,-4.054114107190016,4.054114107190016,2.762800570166919
10,1,0,2.892262541476105,1.228456124303523,-3.604099793380572,3.604099793380572,1.228456124303523
11,0,0.025,-2.888002972380935,1.914603978748537,5.545933164589357,-5.545933164589357,1.914603978748537
12,0.1,0.025,-2.735869952547305,2.57425731834271,5.702608228706544,-5.702608228706544,2.57425731834271
13,0.2,0.025,-2.326270920118923,4.920088262918122,4.855571326279966,-4.855571326279966,4.920088262918122
14,0.3,0.025,-1.689487652163794,6.765217216077327,3.523973866167063,-3.523973866167063,6.765217216077327
15,0.4,0.025,-0.8874987704182671,7.945960830126753,1.848619530684333,-1.848619530684333,7.945960830126753
16,0.5,0.025,0.0007181297074991202,8.34702364858018,-0.006607519678842949,0.006607519678842949,8.34702364858018
17,0.6,0.025,0.8882785050664508,7.932874581247293,-1.860741823353822,1.860741823353822,7.932874581247293
18,0.7,0.025,1.688647505195654,6.747021658092005,-3.533085701160894,3.533085701160894,6.747021658092005
19,0.8,0.025,2.324204228711358,4.903968563411646,-4.861807834753518,4.861807834753518,4.903968563411646
20,0.9,0.025,2.732470802703193,2.738798042825601,-5.714713286380696,5.714713286380696,2.738798042825601
21,1,0.025,2.871018505458046,1.744763742069778,-5.662624784160776,5.662624784160776,1.744763742069778
22,0,0.05,-2.782049352470119,2.261992331149492,7.326765204053398,-7.326765204053398,2.261992331149492
23,0.1,0.05,-2.637029268721773,2.455621391798004,7.230839840592578,-7.230839840592578,2.455621391798004
24,0.2,0.05,-2.242607091145304,4.717153882139386,6.174295234572386,-6.174295234572386,4.717153882139386
25,0.3,0.05,-1.628510383717484,6.486974334653921,4.484999646540994,-4.484999646540994,6.486974334653921
26,0.4,0.05,-0.8551564206728577,7.619067634056429,2.357243443845425,-2.357243443845425,7.619067634056429
