solver,case_name,storage,backend,debug_local_blocks,debug_candidates,nx,ny,nz,mesh_nodes,mesh_tets,mesh_edges,ndof,nnz_lower_s,nnz_lower_t,assembly_ms,solve_ms,post_ms,total_ms
fem3d0,sphere,dense,closed-form,0,0,6,5,5,162,488,783,381,0,0,2.146619,378.437118,158.104081,538.72094
