case_label,geometry,backend,legacy_cli_used,debug_local_blocks,debug_candidates,frequency_was_provided,frequency_input_hz,frequency_policy,frequency_used_hz,eps_r,mu_r,k_medium,reference_tm_kc,reference_tm_ztm_actual,ar_m,b_m,r_m,r1_m,r2_m,nx,ny,nr,nt,nmodos,mesh_nodes,mesh_tris,te_assembly_ms,te_solve_ms,tm_assembly_ms,tm_solve_ms,assembly_ms_total,solve_ms_total,post_ms,total_ms
helm10_rect,rect,efgmi,0,0,0,0,0,automatica_tm_referencia_ztm1,990048273.1158857,1,1,20.74987744629093,20.74980434497897,1.000000000008223,1.000000,0.500000,,,,10,20,,,10,231,400,336.483367,31.341352,273.011198,14.332428,609.494565,45.67378,1427.844187,3225.738635
