node_id,x_m,y_m,Hz
0,0,0,-0.9516975401782535
1,0.1,0,-0.8944827389048553
2,0.2,0,-0.7605966065547747
3,0.3,0,-0.5500031205936713
4,0.4,0,-0.2848042682529847
5,0.5,0,0.004653496664840771
6,0.6,0,0.2898980479807993
7,0.7,0,0.547200043688217
8,0.8,0,0.7552991679323561
9,0.9,0,0.8914035513747929
10,1,0,0.9343100993096484
11,0,0.025,-0.9121638875493173
12,0.1,0.025,-0.8581562148208164
13,0.2,0.025,-0.7305457709316829
14,0.3,0.025,-0.5285817882806486
15,0.4,0.025,-0.2741236852039781
16,0.5,0.025,0.003688401717230531
17,0.6,0.025,0.2775164304697302
18,0.7,0.025,0.5245833293184126
19,0.8,0.025,0.7244400060704747
20,0.9,0.025,0.856523170296161
21,1,0.025,0.9031640178803455
22,0,0.05,-0.7727506922932438
23,0.1,0.05,-0.7282876797100629
24,0.2,0.05,-0.6207548568217987
25,0.3,0.05,-0.4489164249506751
26,0.4,0.05,-0.2324207146078614
27,0.5,0.05,0.003533323717092397
28,0.6,0.05,0.2357238715559938
29,0.7,0.05,0.4452110915954754
30,0.8,0.05,0.6148715538549535
31,0.9,0.05,0.7279024865486184
32,1,0.05,0.7756680401856436
33,0,0.075,-0.5504293768475113
34,0.1,0.075,-0.5194714748033739
35,0.2,0.075,-0.4435181864738899
36,0.3,0.075,-0.3203953216260936
37,0.4,0.075,-0.1652128193175166
38,0.5,0.075,0.003099904621423291
39,0.6,0.075,0.1679693348879251
40,0.7,0.075,0.3167291844720727
41,0.8,0.075,0.4377327303291866
42,0.9,0.075,0.5191454829853304
43,1,0.075,0.5565748966446399
44,0,0.1,-0.2726612207247116
45,0.1,0.1,-0.2590366633546783
46,0.2,0.1,-0.2221378890379047
47,0.3,0.1,-0.1598780185927874
48,0.4,0.1,-0.08126791436459443
49,0.5,0.1,0.002549808070069858
50,0.6,0.1,0.08330933570872195
51,0.7,0.1,0.1562182790612225
52,0.8,0.1,0.2165420277401808
53,0.9,0.1,0.2581554008816516
54,1,0.1,0.2786568290638759
55,0,0.125,0.0316792513007991
56,0.1,0.125,0.02589488666129358
57,0.2,0.125,0.02013616854670413
58,0.3,0.125,0.0158085565328309
59,0.4,0.125,0.01063932009340043
60,0.5,0.125,0.00200251042627681
61,0.6,0.125,-0.009261694762819541
62,0.7,0.125,-0.0193211056254145
63,0.8,0.125,-0.02531660677816708
64,0.9,0.125,-0.02733520339868086
65,1,0.125,-0.02716215486843174
66,0,0.15,0.3334352753511992
67,0.1,0.15,0.3082621008285918
68,0.2,0.15,0.2601892446646655
69,0.3,0.15,0.1899086485984303
70,0.4,0.15,0.1017370950364539
71,0.5,0.15,0.00151323851440428
72,0.6,0.15,-0.1008694267992001
73,0.7,0.15,-0.1930544161701981
74,0.8,0.15,-0.2646946533559124
75,0.9,0.15,-0.3098852620702358
76,1,0.15,-0.330490449395388
77,0,0.175,0.6036247428275126
78,0.1,0.175,0.5608927096124706
79,0.2,0.175,0.475003000197693
80,0.3,0.175,0.3457130301769075
81,0.4,0.175,0.1832398041346791
82,0.5,0.175,0.00106798945137715
83,0.6,0.175,-0.1827582177359439
84,0.7,0.175,-0.3483038184969247
85,0.8,0.175,-0.4786134804569624
86,0.9,0.175,-0.5623091310309706
87,1,0.175,-0.6015279655763618
88,0,0.2,0.8168164814645711
89,0.1,0.2,0.7602785945614107
90,0.2,0.2,0.6446422257252176
91,0.3,0.2,0.4687652400713425
92,0.4,0.2,0.2475565420888152
93,0.5,0.2,0.0006735031278270371
94,0.6,0.2,-0.2473298211382893
95,0.7,0.2,-0.4706170322417257
96,0.8,0.2,-0.6471664657631254
97,0.9,0.2,-0.7612727002044681
98,1,0.2,-0.8153942600696161
99,0,0.225,0.953265819516906
100,0.1,0.225,0.8881117869162092
101,0.2,0.225,0.753580279634722
102,0.3,0.225,0.5478007033702725
103,0.4,0.225,0.2887687108362587
104,0.5,0.225,0.0003241123766546598
105,0.6,0.225,-0.2886859045459261
106,0.7,0.225,-0.5487662681695289
107,0.8,0.225,-0.7548789798524791
108,0.9,0.225,-0.888619773136234
109,1,0.225,-0.952537586955652
110,0,0.25,0.9999999998452949
111,0.1,0.25,0.9322929409224209
112,0.2,0.25,0.7915244121335135
113,0.3,0.25,0.5753416552082746
114,0.4,0.25,0.3029408477445986
115,0.5,0.25,-1.16801339328477e-10
116,0.6,0.25,-0.3029408477999594
117,0.7,0.25,-0.5753416549825484
118,0.8,0.25,-0.7915244118968662
119,0.9,0.25,-0.93229294097669
120,1,0.25,-1
121,0,0.275,0.9525375867491553
122,0.1,0.275,0.8886197730829507
123,0.2,0.275,0.7548789800856279
124,0.3,0.275,0.5487662683876731
125,0.4,0.275,0.2886859044846226
126,0.5,0.275,-0.0003241126110494888
127,0.6,0.275,-0.2887687108894698
128,0.7,0.275,-0.5478007031436751
129,0.8,0.275,-0.7535802794140747
130,0.9,0.275,-0.8881117869919888
131,1,0.275,-0.9532658196533027
132,0,0.3,0.8153942598604809
133,0.1,0.3,0.7612727001592556
134,0.2,0.3,0.6471664659852128
135,0.3,0.3,0.4706170324612319
136,0.4,0.3,0.2473298210706644
137,0.5,0.3,-0.0006735033646015867
138,0.6,0.3,-0.2475565421379298
139,0.7,0.3,-0.4687652398383149
140,0.8,0.3,-0.6446422255147654
141,0.9,0.3,-0.7602785946374135
142,1,0.3,-0.816816481647107
143,0,0.325,0.6015279653748327
144,0.1,0.325,0.5623091309767392
145,0.2,0.325,0.4786134806747481
146,0.3,0.325,0.3483038187036639
147,0.4,0.325,0.1827582176605582
148,0.5,0.325,-0.00106798969184526
149,0.6,0.325,-0.183239804186217
150,0.7,0.325,-0.3457130299550845
151,0.8,0.325,-0.475002999993821
152,0.9,0.325,-0.5608927097036801
153,1,0.325,-0.603624743063599
154,0,0.35,0.330490449168134
155,0.1,0.35,0.3098852620143072
156,0.2,0.35,0.2646946535661921
157,0.3,0.35,0.1930544163688875
158,0.4,0.35,0.1008694267175159
159,0.5,0.35,-0.001513238759973745
160,0.6,0.35,-0.1017370950892223
161,0.7,0.35,-0.189908648376442
162,0.8,0.35,-0.2601892444727952
163,0.9,0.35,-0.3082621009359997
164,1,0.35,-0.3334352755895507
165,0,0.375,0.02716215462879496
166,0.1,0.375,0.02733520332805578
167,0.2,0.375,0.02531660698030797
168,0.3,0.375,0.01932110581664466
169,0.4,0.375,0.009261694671284465
170,0.5,0.375,-0.002002510678525817
171,0.6,0.375,-0.01063932014902469
172,0.7,0.375,-0.01580855631369045
173,0.8,0.375,-0.0201361683664408
174,0.9,0.375,-0.02589488677857853
175,1,0.375,-0.03167925155798411
176,0,0.4,-0.2786568293191664
177,0.1,0.4,-0.2581554009625613
178,0.2,0.4,-0.2165420275441821
179,0.3,0.4,-0.1562182788768617
180,0.4,0.4,-0.08330933580932119
181,0.5,0.4,-0.002549808330417786
182,0.6,0.4,0.081267914307004
183,0.7,0.4,0.159878018809216
184,0.8,0.4,0.2221378892163061
185,0.9,0.4,0.2590366632196065
186,1,0.4,0.2726612204863889
187,0,0.425,-0.5565748969086292
188,0.1,0.425,-0.5191454830780948
189,0.2,0.425,-0.4377327301385696
190,0.3,0.425,-0.3167291842947034
191,0.4,0.425,-0.1679693349950227
192,0.5,0.425,-0.003099904891414489
193,0.6,0.425,0.1652128192593161
194,0.7,0.425,0.3203953218284351
195,0.8,0.425,0.4435181866482342
196,0.9,0.425,0.5194714746686464
197,1,0.425,0.5504293766007022
198,0,0.45,-0.7756680404703395
199,0.1,0.45,-0.7279024866506951
200,0.2,0.45,-0.6148715536658736
201,0.3,0.45,-0.4452110914183897
202,0.4,0.45,-0.2357238716701429
203,0.5,0.45,-0.003533323997742366
204,0.6,0.45,0.2324207145466995
205,0.7,0.45,0.4489164251644505
206,0.8,0.45,0.620754857027592
207,0.9,0.45,0.7282876795272973
208,1,0.45,0.7727506920378409
209,0,0.475,-0.9031640181739911
210,0.1,0.475,-0.8565231704057678
211,0.2,0.475,-0.7244400058793444
212,0.3,0.475,-0.524583329137986
213,0.4,0.475,-0.2775164305891077
214,0.5,0.475,-0.003688402009044897
215,0.6,0.475,0.274123685154985
216,0.7,0.475,0.5285817884969488
217,0.8,0.475,0.7305457711615391
218,0.9,0.475,0.8581562146259925
219,1,0.475,0.9121638872284126
220,0,0.5,-0.9343100996048351
221,0.1,0.5,-0.8914035514887506
222,0.2,0.5,-0.7552991677329014
223,0.3,0.5,-0.5472000435079373
224,0.4,0.5,-0.2898980480995689
225,0.5,0.5,-0.004653496969080851
226,0.6,0.5,0.2848042681941637
227,0.7,0.5,0.5500031208371465
228,0.8,0.5,0.7605966067094624
229,0.9,0.5,0.8944827387207996
230,1,0.5,0.9516975400454797
