node_id,x_m,y_m,Ez
0,0,0,0
1,0.1,0,0
2,0.2,0,0
3,0.3,0,0
4,0.4,0,0
5,0.5,0,0
6,0.6,0,0
7,0.7,0,0
8,0.8,0,0
9,0.9,0,0
10,1,0,0
11,0,0.09,0
12,0.1,0.09,-0.3091554877837143
13,0.2,0.09,0.5878175142187425
14,0.3,0.09,-0.8091748652010929
15,0.4,0.09,0.9511131506316993
16,0.5,0.09,-1
17,0.6,0.09,0.9510448852231023
18,0.7,0.09,-0.8087834099037788
19,0.8,0.09,0.5875796396314138
20,0.9,0.09,-0.3086229486386096
21,1,0.09,0
22,0,0.18,0
23,0.1,0.18,0.001419461003817806
24,0.2,0.18,-0.001594605732517561
25,0.3,0.18,0.002159321764376099
26,0.4,0.18,-0.002029544137167905
27,0.5,0.18,0.001963968422671121
28,0.6,0.18,-0.001747494991228688
29,0.7,0.18,0.001028392082788304
30,0.8,0.18,-0.0007220539540947374
31,0.9,0.18,-0.0001800052983973531
32,1,0.18,0
33,0,0.27,0
34,0.1,0.27,0.0002113623629989387
35,0.2,0.27,-9.02383053032528e-05
36,0.3,0.27,0.0002841285391527378
37,0.4,0.27,-0.0001695328089885481
38,0.5,0.27,0.000198587638958936
39,0.6,0.27,-0.0002160836661169849
40,0.7,0.27,3.954431778625961e-05
41,0.8,0.27,-0.0001441097557430769
42,0.9,0.27,-8.364917886154721e-05
43,1,0.27,0
44,0,0.36,0
45,0.1,0.36,5.955246654425703e-05
46,0.2,0.36,5.146388683486298e-06
47,0.3,0.36,7.482257355974037e-05
48,0.4,0.36,-2.159614286220688e-05
49,0.5,0.36,3.795078784553787e-05
50,0.6,0.36,-5.398565400807212e-05
51,0.7,0.36,-1.24167546361111e-05
52,0.8,0.36,-5.028920274530233e-05
53,0.9,0.36,-3.437148594566632e-05
54,1,0.36,0
55,0,0.45,0
56,0.1,0.45,0
57,0.2,0.45,0
58,0.3,0.45,0
59,0.4,0.45,0
60,0.5,0.45,0
61,0.6,0.45,0
62,0.7,0.45,0
63,0.8,0.45,0
64,0.9,0.45,0
65,1,0.45,0
