cell_id,xc_m,yc_m,Ex,Ey,Emag
0,0.06666666666666667,0.03,-0.05733852037792399,0.2472743877446776,0.2538352393849891
1,0.03333333333333333,0.06,-0.004966313424985603,0.06268678979963746,0.06288320828662548
2,0.1666666666666667,0.03,-0.05111431398840494,0.5343579733891688,0.5367970909189849
3,0.1333333333333333,0.06,-0.005497443782825824,0.3689313673357787,0.3689723237485335
4,0.2666666666666667,0.03,-0.04001133888833371,0.7688067135623187,0.7698471731831782
5,0.2333333333333333,0.06,-0.005987722739771057,0.6388486540043596,0.6388767138867955
6,0.3666666666666667,0.03,-0.025053028673203,0.9278735227650112,0.9282116830195858
7,0.3333333333333333,0.06,-0.00609596494765408,0.8461185884356548,0.846140547713551
8,0.4666666666666666,0.03,-0.00767768591188058,0.9960582399656752,0.9960878295935958
9,0.4333333333333333,0.06,-0.00575174121709137,0.9705488802911952,0.9705659233465397
10,0.5666666666666668,0.03,0.010422576211691,0.9667095649245322,0.9667657487786102
11,0.5333333333333333,0.06,-0.004963960315125945,0.9999876794730973,1
12,0.6666666666666666,0.03,0.02747433715423813,0.8427098842527612,0.8431576295209378
13,0.6333333333333333,0.06,-0.003812774516758531,0.9315646538183933,0.9315724563839887
14,0.7666666666666666,0.03,0.04179496395401326,0.6362186256506122,0.6375899612107071
15,0.7333333333333334,0.06,-0.002442530873647548,0.7719965447447065,0.7720004087141626
16,0.8666666666666667,0.03,0.05194620128530896,0.3675435621415473,0.3711962794798343
17,0.8333333333333334,0.06,-0.001050659157950746,0.5369633704374993,0.5369643983322034
18,0.9666666666666667,0.03,0.05684972053372216,0.06316635614858017,0.08498164080465605
19,0.9333333333333332,0.06,-1.455372625164462e-05,0.2496703999830565,0.2496704004072376
20,0.06666666666666667,0.12,-0.1098820746229309,0.256279948717298,0.2788431143815107
21,0.03333333333333333,0.15,-0.01584412639645253,0.04895353068934338,0.05145371228802883
22,0.1666666666666667,0.12,-0.1010180542693952,0.538611078938234,0.5480023190127784
23,0.1333333333333333,0.15,-0.0206012262923524,0.3556193878103918,0.3562156081804762
24,0.2666666666666667,0.12,-0.0829598703362963,0.7676456536466307,0.7721153991786319
25,0.2333333333333333,0.15,-0.02181174900301609,0.62433663233019,0.6247175224563286
26,0.3666666666666667,0.12,-0.05707793641926672,0.9213745612253833,0.9231408196473329
27,0.3333333333333333,0.15,-0.02090430740760828,0.8314315502391494,0.8316943024941718
28,0.4666666666666666,0.12,-0.02580717402608527,0.9848477806667003,0.985185851154663
29,0.4333333333333333,0.15,-0.01811576946789104,0.9570114924499964,0.9571829385152993
30,0.5666666666666668,0.12,0.007830669120210427,0.9519029745948675,0.9519351828887443
31,0.5333333333333333,0.15,-0.01371375407938727,0.9888745454020977,0.9889696322916873
32,0.6666666666666666,0.12,0.04054174534105127,0.8258124197846051,0.8268069821825427
33,0.6333333333333333,0.15,-0.008130425788074193,0.9239495905913838,0.9239853623177594
34,0.7666666666666666,0.12,0.06908303964219685,0.6190033445352534,0.6228463750492853
35,0.7333333333333334,0.15,-0.001919749067138272,0.7686378903533697,0.7686402877311074
36,0.8666666666666667,0.12,0.09056547357961885,0.3520810388487497,0.363542518725823
37,0.8333333333333334,0.15,0.004461991368259708,0.5382238289688387,0.5382423240853957
38,0.9666666666666667,0.12,0.1025199761375769,0.05377209467388418,0.1157660730648945
39,0.9333333333333332,0.15,0.01198661151733502,0.2556192794429593,0.2559001658432546
40,0.06666666666666667,0.21,-0.08870864378590239,0.1473446948466389,0.1719874489077132
41,0.03333333333333333,0.24,-0.03403310723315322,0.02729352724454723,0.04362555463707193
42,0.1666666666666667,0.21,-0.08591977680215007,0.3186743370514454,0.3300538458205108
43,0.1333333333333333,0.24,-0.02830015368471096,0.203440633141996,0.2053995859581865
44,0.2666666666666667,0.21,-0.07306379062935288,0.4595251794455408,0.4652974404030034
45,0.2333333333333333,0.24,-0.02081091718965429,0.3639280579476639,0.3645225996228943
46,0.3666666666666667,0.21,-0.05304140409675908,0.5554384486146663,0.5579652863288387
47,0.3333333333333333,0.24,-0.01151500869035674,0.4892406243704003,0.4893761170709888
48,0.4666666666666666,0.21,-0.02798915030363098,0.5969631380642839,0.5976189260241651
49,0.4333333333333333,0.24,-0.001216438162928838,0.5666392160833128,0.5666405217819456
50,0.5666666666666668,0.21,-0.0003605638367043961,0.5800608158148041,0.5800609278774226
51,0.5333333333333333,0.24,0.009093958663650852,0.5885313558301473,0.5886016113462889
52,0.6666666666666666,0.21,0.02714068549990334,0.5064220837347821,0.5071488378214855
53,0.6333333333333333,0.24,0.01840949391584886,0.5528087039709728,0.5531151531573731
54,0.7666666666666666,0.21,0.05182913512359161,0.3832408542466118,0.3867296363240504
55,0.7333333333333334,0.24,0.02580795586294424,0.4629943346975102,0.4637130627314845
56,0.8666666666666667,0.21,0.07149638094938265,0.2220918465526658,0.2333163534646299
57,0.8333333333333334,0.24,0.03047212450185202,0.3278199617080387,0.3292331661086354
58,0.9666666666666667,0.21,0.08605292436491099,0.0348134404246066,0.09282823614585556
59,0.9333333333333332,0.24,0.03117900327614975,0.1598500267034828,0.1628623998423158
60,0.06666666666666667,0.3,-0.07598278833859663,0.109285298229571,0.1331039463458325
61,0.03333333333333333,0.33,-0.02536874499277213,0.01686512137524363,0.0304631833778087
62,0.1666666666666667,0.3,-0.0656677631716069,0.2258820764847001,0.2352338572506138
63,0.1333333333333333,0.33,-0.02197154329704203,0.1442512884241748,0.1459149852718639
64,0.2666666666666667,0.3,-0.04955070995691919,0.3201915935385339,0.3240029775017205
65,0.2333333333333333,0.33,-0.01611388828204952,0.2562749647062241,0.2567810641981662
66,0.3666666666666667,0.3,-0.02871388305643775,0.3831060463701956,0.3841805953527342
67,0.3333333333333333,0.33,-0.008634631756611657,0.3429938375239984,0.3431025057399192
68,0.4666666666666666,0.3,-0.005159037390201581,0.4084960404433278,0.4085286167757045
69,0.4333333333333333,0.33,-0.0003314722322133318,0.3960553513451867,0.3960554900553709
70,0.5666666666666668,0.3,0.0188083581962791,0.3939032500797812,0.3943520315168342
71,0.5333333333333333,0.33,0.007963825426560059,0.4103074840819575,0.4103847633734597
72,0.6666666666666666,0.3,0.04084395758795584,0.340784743014939,0.3432236442076868
73,0.6333333333333333,0.33,0.01543883522585521,0.3843863823008575,0.384696306885668
74,0.7666666666666666,0.3,0.0587918716360373,0.2543748025240323,0.2610804939661497
75,0.7333333333333334,0.33,0.02137744331679426,0.3208551466112642,0.3215665097451826
76,0.8666666666666667,0.3,0.07083708125787451,0.143270470574251,0.159825904720424
77,0.8333333333333334,0.33,0.02524994605760346,0.2259594843511671,0.2273658908986949
78,0.9666666666666667,0.3,0.07511899220333126,0.01957008749677787,0.07762635708492112
79,0.9333333333333332,0.33,0.02691360895772556,0.1091390705604062,0.1124085364637343
80,0.06666666666666667,0.39,-0.05260784573942226,0.1102085256784078,0.1221208604848128
81,0.03333333333333333,0.42,0.01150644528740462,0.01278493920822736,0.01720037655721831
82,0.1666666666666667,0.39,-0.04686599968098702,0.2231553269511991,0.2280235116666587
83,0.1333333333333333,0.42,0.01063835272048059,0.1354294637110872,0.1358466568954791
84,0.2666666666666667,0.39,-0.03630782269715433,0.3142421438002627,0.3163327092306342
85,0.2333333333333333,0.42,0.008777266955667285,0.2449195922287766,0.245076818717563
86,0.3666666666666667,0.39,-0.02214554238473932,0.3745580488558417,0.3752121493371575
87,0.3333333333333333,0.42,0.006066597217756806,0.3304582960487132,0.3305139770557692
88,0.4666666666666666,0.39,-0.005824504203203937,0.3981998285372221,0.3982424240287393
89,0.4333333333333333,0.42,0.002760510856863666,0.3836375505925375,0.3836474822605156
90,0.5666666666666668,0.39,0.01103662626717386,0.3828652433042612,0.3830242833682904
91,0.5333333333333333,0.42,-0.0008194906176761658,0.399245421443454,0.3992462624852406
92,0.6666666666666666,0.39,0.02678649906840574,0.3300671581457421,0.331152299431467
93,0.6333333333333333,0.42,-0.004323237365207335,0.3757654764287561,0.3757903453483684
94,0.7666666666666666,0.39,0.03989977496622971,0.2449712141384083,0.2481992904881109
95,0.7333333333333334,0.42,-0.007407055096594206,0.3155087495318684,0.3155956835832316
96,0.8666666666666667,0.39,0.04913790424682757,0.1358865681515589,0.1444980727822301
97,0.8333333333333334,0.42,-0.009762920736156529,0.2243791947707945,0.2245914906386496
98,0.9666666666666667,0.39,0.05377801567326428,0.01341198216775452,0.05542523103625301
99,0.9333333333333332,0.42,-0.01113290317433642,0.1113170999154391,0.1118724195978303
