ordered_rank,solver_index,lambda
115,114,-1.569578750793742e-13
116,115,-1.358373302011201e-13
117,116,-1.094372934806662e-13
118,117,-9.555296381030941e-14
119,118,-8.678797815997392e-14
120,119,-5.900988546033382e-14
121,120,-4.014988005648362e-14
122,121,-1.751145556137811e-14
123,122,8.7160621680878e-15
124,123,3.744073130834787e-14
125,124,4.835951249112033e-14
126,125,6.382937188625961e-14
127,126,7.536615700866356e-14
128,127,8.630627836095573e-14
129,128,1.090846976989231e-13
130,129,1.168666723493147e-13
131,130,1.306936487600476e-13
132,131,1.648240623076073e-13
133,132,1.83122800959504e-13
134,133,2.30748045355626e-13
135,134,2.454725301546998e-13
136,135,2.591921424200214e-13
137,136,2.764688591266726e-13
138,137,3.06418237254057e-13
139,138,3.152142234569574e-13
140,139,3.388266649719536e-13
141,140,3.54031014648804e-13
142,141,3.688063517788701e-13
143,142,3.960303758465549e-13
144,143,4.231251598574623e-13
145,144,4.475448183456057e-13
146,145,4.799103569004158e-13
147,146,4.967960888681777e-13
148,147,5.233906049514475e-13
149,148,5.447304618379967e-13
150,149,5.56174970507682e-13
151,150,5.948111963955483e-13
152,151,6.156733760104864e-13
153,152,6.331418585239824e-13
154,153,6.45375334127714e-13
155,154,6.750172964902175e-13
156,155,7.039039345656513e-13
157,156,7.161988435624917e-13
158,157,7.330738206471346e-13
159,158,7.568700456608601e-13
160,159,7.833849199239483e-13
161,160,7.926505180105038e-13
162,161,8.202438711808363e-13
163,162,8.42250122760169e-13
164,163,8.658622442782492e-13
165,164,9.016151512723362e-13
166,165,9.152026808409001e-13
167,166,9.308845002975774e-13
168,167,9.373679009065458e-13
169,168,9.700141360756394e-13
170,169,9.945144252740784e-13
171,170,1.024787158500058e-12
172,171,1.051080368541892e-12
173,172,1.08653255236922e-12
174,173,1.121548109798341e-12
175,174,1.141941046438255e-12
176,175,1.156509709828566e-12
177,176,1.172920019873978e-12
178,177,1.181511298847505e-12
179,178,1.239840272439369e-12
180,179,1.255941609635045e-12
181,180,1.29442970423717e-12
182,181,1.31675738011762e-12
183,182,1.32517647197466e-12
184,183,1.376740508268352e-12
185,184,1.393673978426952e-12
186,185,1.404075861529162e-12
187,186,1.439550606726932e-12
188,187,1.44228126438999e-12
189,188,1.492772538825554e-12
190,189,1.51140873425259e-12
191,190,1.544375210823043e-12
192,191,1.625010326860023e-12
193,192,1.639417875400041e-12
194,193,1.657717378265601e-12
195,194,1.700642787135586e-12
196,195,1.714202808988922e-12
197,196,1.794468083108814e-12
198,197,1.834640823356131e-12
199,198,1.842954057767782e-12
200,199,1.899356792065096e-12
201,200,1.945986977961372e-12
202,201,1.955212469439601e-12
203,202,2.014902817304231e-12
204,203,2.073906590835799e-12
205,204,2.079774328765264e-12
206,205,2.148369592673439e-12
207,206,2.206943304658527e-12
208,207,2.263492804309156e-12
209,208,2.29479214033711e-12
210,209,2.366900007057454e-12
211,210,2.432428607941405e-12
212,211,2.491125222392485e-12
213,212,2.525624635224416e-12
214,213,2.562387372462757e-12
215,214,2.657959604373325e-12
216,215,2.68381263086839e-12
217,216,2.723601526738618e-12
218,217,2.808184722545213e-12
219,218,2.818703721846607e-12
220,219,2.845441325127243e-12
221,220,2.856679967728042e-12
222,221,2.97791456124518e-12
223,222,3.110305413562742e-12
224,223,3.19538276210447e-12
225,224,3.369419729878556e-12
226,225,3.510675100891871e-12
227,226,3.548055401668541e-12
228,227,3.644300386043151e-12
229,228,4.058496804052593e-12
230,229,6.100963683667341e-12
231,230,1.258224820087173e-11
232,231,9.950899752691171
233,232,39.55778646044525
234,233,40.79021437904161
235,234,48.95920018624401
236,235,50.20027421082795
237,236,79.41684539755973
238,237,83.16822146680943
239,238,95.56567306106589
240,239,130.6055722919123
241,240,141.6552408397905
242,241,159.0933126053583
243,242,159.1865620895128
244,243,171.8665006155662
245,244,179.5006464940622
246,245,191.4378541001024
247,246,203.0085621356234
248,247,211.2769269807656
249,248,231.0165272471968
250,249,245.9004977654393
251,250,281.2360839300438
252,251,296.8453210800411
253,252,299.8364654893902
254,253,321.8634179639211
255,254,323.393254059341
256,255,356.9425228437194
257,256,357.7339892461814
258,257,361.742715790968
259,258,377.1631002454289
260,259,389.6461241105485
261,260,411.0157529863914
262,261,415.8679855839447
263,262,424.4482300723458
264,263,427.6997831548741
265,264,464.061580425416
266,265,499.7136314965328
267,266,515.3015001748111
268,267,516.4564430919862
269,268,523.658896577972
270,269,540.7153456793986
271,270,548.8259088407277
272,271,550.6168755323436
273,272,552.7301385490249
274,273,609.9296882658888
275,274,616.185613498393
276,275,649.9205351395416
277,276,651.9912598768649
278,277,673.7720223684719
279,278,674.8671181548119
280,279,680.0135800627962
281,280,694.4082495541669
282,281,706.441686342446
283,282,718.6199435663465
284,283,728.6577606512586
285,284,736.9322714127123
286,285,746.6353165700099
287,286,757.8304782805898
288,287,768.5702148307201
289,288,801.7496597278164
290,289,824.874262713307
291,290,826.1092472163019
292,291,847.3545303323216
293,292,847.6328483088585
294,293,851.7572130946191
295,294,853.0235099949595
296,295,907.2437456525233
297,296,910.3953683282843
298,297,914.8433479760076
299,298,922.1867615198586
300,299,957.0446960946394
301,300,974.4091587164042
302,301,980.7958650965314
303,302,988.0352851869192
304,303,1021.670432551433
305,304,1023.770203864319
306,305,1026.342276952124
307,306,1036.767872051
308,307,1046.667921341727
309,308,1052.190981684762
310,309,1068.415246658902
311,310,1083.957814086149
312,311,1099.558005552037
313,312,1106.100500344548
314,313,1115.470204619116
315,314,1126.358032160372
316,315,1140.722580250347
317,316,1144.002991080784
318,317,1146.932793993046
319,318,1200
320,319,1202.706442711841
321,320,1211.843606659874
322,321,1224.638272722967
323,322,1257.959520598125
324,323,1257.967067004939
325,324,1265.092921454432
326,325,1280.006294650258
327,326,1290.443064091364
328,327,1299.152452555087
329,328,1306.339041199862
330,329,1315.707896689991
331,330,1319.397386934617
332,331,1325.511878134413
333,332,1350.484103748987
334,333,1371.718608668237
335,334,1378.858807562586
336,335,1409.388241396126
337,336,1414.981101245745
338,337,1422.266409311798
339,338,1451.614500475724
340,339,1455.88907501142
341,340,1488.397889613379
342,341,1496.649125222271
343,342,1504.585437175273
344,343,1524.76437725089
345,344,1533.451042905227
346,345,1533.957440200534
347,346,1536.870418301425
348,347,1562.743887130831
349,348,1566.110879750927
350,349,1573.476988780918
351,350,1579.52549482892
352,351,1598.757001407723
353,352,1603.172074526449
354,353,1618.631367432628
355,354,1630.53511266482
356,355,1643.640210162164
357,356,1658.756379527642
358,357,1661.264147894658
359,358,1669.124967973494
360,359,1674.369771528212
361,360,1688.971613655531
362,361,1691.772674666191
363,362,1712.048084127446
364,363,1721.044507188511
365,364,1734.254005661835
366,365,1741.583278516969
367,366,1753.395570480071
368,367,1769.076664291029
369,368,1770.279691782551
370,369,1777.739834927384
371,370,1797.569423767411
372,371,1802.300701386548
373,372,1803.787721164384
374,373,1813.900409790261
375,374,1832.107645458014
376,375,1848.444833044596
377,376,1848.57832150459
378,377,1851.436750028675
379,378,1856.318226170947
380,379,1857.102169321915
381,380,1872.814053786743
382,381,1875.608476559688
383,382,1876.897088417451
384,383,1902.361791591979
385,384,1905.389366556064
386,385,1912.056523025227
387,386,1920.948278831818
388,387,1929.041031200334
389,388,1935.05968556282
390,389,1940.835968322007
391,390,1955.235237894693
392,391,1961.170730260855
393,392,1965.498867253368
394,393,1975.029440197424
395,394,1976.447364851894
396,395,1978.877262622328
397,396,1989.047001154431
398,397,1993.159634961891
399,398,1993.546845185914
400,399,1997.799170324632
401,400,2002.392795620752
402,401,2006.788893191736
403,402,2008.960533217953
404,403,2010.636980281651
405,404,2013.905687618164
406,405,2021.380772458266
407,406,2022.385553532652
408,407,2026.628960960197
409,408,2030.225250712126
410,409,2033.016646969518
411,410,2035.752025195633
412,411,2043.260632285628
413,412,2048.430633471718
414,413,2049.047112919532
415,414,2050.508999021984
416,415,2051.470549311439
417,416,2056.450349491512
418,417,2065.343280168045
419,418,2066.833330340418
420,419,2069.18132168177
421,420,2077.710617320588
422,421,2080.960159054546
423,422,2086.963665918444
424,423,2094.287679286551
425,424,2097.588193135433
426,425,2098.848227833666
427,426,2099.338205521784
428,427,2107.159297527787
429,428,2110.895614212024
430,429,2116.591616831553
431,430,2119.224740875752
432,431,2120.695739548707
433,432,2127.370267108531
434,433,2128.014153693883
435,434,2128.287109605585
436,435,2136.631754758879
437,436,2142.64032471356
438,437,2144.122215455008
439,438,2145.813381483546
440,439,2157.599492900363
441,440,2159.523308773426
442,441,2166.173906866673
443,442,2168.717094190356
444,443,2169.520251379116
445,444,2175.103958625581
446,445,2179.194134618601
447,446,2189.454986023211
448,447,2194.045070156571
449,448,2194.285252965449
450,449,2205.121954324342
451,450,2205.209812572687
452,451,2206.66644172367
453,452,2208.229995788523
454,453,2209.595360783341
455,454,2211.848972259008
456,455,2218.566449085793
457,456,2227.688960993884
458,457,2234.634392225587
459,458,2235.275775120585
460,459,2236.596137389477
461,460,2239.208884422725
462,461,2240.524137992583
463,462,2241.020736541742
464,463,2241.908477652194
465,464,2242.390840256878
466,465,2247.124135611277
467,466,2250.348455638988
468,467,2254.574211258833
469,468,2258.906955535978
470,469,2263.454436374674
471,470,2264.018402064681
472,471,2264.694742854467
473,472,2274.51120160786
474,473,2274.909293529643
475,474,2280.190901838429
476,475,2284.309021475931
477,476,2284.608294495517
478,477,2286.646656911093
479,478,2288.468938084839
480,479,2291.843634959705
481,480,2295.695302396238
482,481,2373.354230752135
483,482,2432.120076127431
484,483,2462.277172518565
485,484,2477.743710268749
486,485,2491.077136778422
487,486,2537.283309037703
488,487,2560.728971394711
489,488,2562.341360620414
490,489,2581.062495160284
491,490,2718.292549373451
492,491,2754.814926044645
493,492,2770.637261207039
494,493,2788.293833886515
495,494,2819.54915255099
496,495,2843.654222618185
497,496,2858.270183707232
498,497,2873.518969860495
499,498,2874.903391796508
500,499,2951.457765238742
501,500,2988.958921621144
502,501,3018.939296598542
503,502,3058.64559325016
504,503,3084.789568673593
505,504,3089.597746298341
506,505,3100.871238707886
507,506,3205.259814911531
508,507,3214.151860400996
509,508,3237.836337411767
510,509,3269.802941759242
511,510,3305.200091246322
512,511,3368.325015323546
513,512,3388.707844291027
514,513,3394.715095030291
515,514,3432.305860115232
516,515,3463.545821617336
517,516,3526.297057834467
518,517,3596.698987326897
519,518,3665.188226816675
520,519,3676.43772395013
521,520,3677.994249196388
522,521,3728.834427734691
523,522,3733.8788294956
524,523,3746.390478028528
525,524,3775.950481323095
526,525,3797.642747659697
527,526,3814.900410262369
528,527,3893.581100483098
529,528,3937.831026211251
530,529,3938.646672247828
531,530,3940.24105077486
532,531,3970.749458486913
533,532,3992.41670867969
534,533,4013.825397650734
535,534,4060.397079856812
536,535,4087.742838540411
537,536,4090.634213922441
538,537,4175.047783780027
539,538,4186.243519464289
540,539,4240.379764768501
541,540,4245.567373267914
542,541,4298.718386172191
543,542,4317.437128418193
544,543,4360.537495711035
545,544,4374.975497534122
546,545,4425.41930301186
547,546,4430.601340492656
548,547,4466.830300121438
549,548,4501.76788217703
550,549,4514.956243761649
551,550,4519.626839273033
552,551,4534.358702187683
553,552,4548.968138382048
554,553,4633.298002837058
555,554,4637.2476698063
556,555,4684.01293490808
557,556,4694.258336021298
558,557,4715.545665904634
559,558,4746.879045888434
560,559,4750.710964621873
561,560,4772.847271397311
562,561,4806.222941975267
563,562,4828.057461769316
564,563,4851.6236259219
565,564,4875.108188357945
566,565,4908.714117859293
567,566,4956.110112224923
568,567,4973.74079628134
569,568,5013.241824108984
570,569,5015.903230414299
571,570,5026.297664422103
572,571,5041.822561098576
573,572,5059.926772938065
574,573,5072.730559548918
575,574,5079.908006098802
576,575,5102.318774007125
577,576,5133.930242707016
578,577,5136.107360085888
579,578,5176.460659395531
580,579,5181.565232700421
581,580,5196.1711908855
582,581,5210.252377911889
583,582,5230.607880888205
584,583,5265.445702133225
585,584,5267.486365738342
586,585,5272.467459641806
587,586,5292.424928925754
588,587,5346.70133968703
589,588,5347.481508628932
590,589,5366.870324873634
591,590,5366.925734463221
592,591,5379.23656857924
593,592,5402.036638213908
594,593,5424.874927335717
595,594,5486.550604587872
596,595,5492.402228653941
597,596,5513.04771009447
598,597,5520.970012522879
599,598,5525.000176148083
600,599,5535.731386549214
601,600,5544.009046801142
602,601,5558.386915025204
603,602,5613.783164504705
604,603,5621.291293307752
605,604,5634.283873598628
606,605,5657.789223175951
607,606,5662.01521809121
608,607,5667.475248968643
609,608,5671.655510850076
610,609,5689.891413907986
611,610,5692.885012770975
612,611,5725.129819890089
613,612,5725.333693627823
614,613,5739.41050618429
615,614,5743.985248440396
616,615,5761.661111457283
617,616,5768.881975069395
618,617,5782.297028979075
619,618,5796.346295069879
620,619,5811.855273956466
621,620,5816.448063003807
622,621,5832.462935656484
623,622,5839.683672648483
624,623,5842.071476030363
625,624,5851.30624347565
626,625,5858.91036779733
627,626,5859.048766816243
628,627,5883.019190947566
629,628,5886.429150790527
630,629,5896.634703270322
631,630,5907.964667353885
632,631,5919.697075769853
633,632,5931.180967801092
634,633,5937.536892989349
635,634,5942.748234660819
636,635,5964.814525098959
637,636,5966.914007180989
638,637,5971.16862124332
639,638,5987.425393621463
640,639,5993.65303248117
641,640,5995.51397850275
642,641,5999.262193340924
643,642,6009.016638817689
644,643,6016.335318258677
645,644,6020.377731775937
646,645,6030.089252794821
647,646,6030.888963043097
648,647,6035.934249938688
649,648,6038.709769352153
650,649,6061.004795424609
651,650,6066.418937998361
652,651,6066.519600874718
653,652,6070.451473074046
654,653,6072.620797450923
655,654,6076.629995741318
656,655,6088.612164505479
657,656,6091.84520137449
658,657,6100.934579439149
659,658,6105.867535653698
660,659,6111.813453145684
661,660,6115.323139657978
662,661,6117.597345507223
663,662,6120.662816495466
664,663,6130.270046973978
665,664,6133.416571549599
666,665,6140.8183784864
667,666,6149.203851755559
668,667,6158.291815728343
669,668,6170.225985855733
670,669,6181.762941770303
671,670,6185.438200043945
672,671,6196.997596598164
673,672,6200.590433338335
674,673,6202.908329736466
675,674,6222.177204151058
676,675,6224.627802179183
677,676,6227.535927327458
678,677,6231.129127694898
679,678,6240.882885619603
680,679,6248.27580288778
681,680,6248.361444594598
682,681,6253.323905754352
683,682,6261.228957003891
684,683,6270.25099327037
685,684,6275.640981712557
686,685,6284.268121849666
687,686,6287.490600179442
688,687,6308.048634184514
689,688,6312.029566950203
690,689,6322.348083089894
691,690,6329.466647384217
692,691,6342.734490549607
693,692,6351.377600459732
694,693,6356.132310605774
695,694,6371.101268651323
696,695,6372.863947393878
697,696,6382.246579246046
698,697,6386.949022646073
699,698,6391.864633407854
700,699,6396.608522802831
701,700,6400.107849454866
702,701,6410.069178139202
703,702,6411.98308545268
704,703,6415.533665021759
705,704,6424.72105723867
706,705,6426.393032629718
707,706,6447.617500441727
708,707,6451.305817734042
709,708,6482.176606424075
710,709,6482.655139754213
711,710,6511.844230498832
712,711,6515.675577177906
713,712,6537.63912697461
714,713,6545.786228482005
715,714,6562.187460348732
716,715,6567.754523794292
717,716,6572.886947221797
718,717,6586.587724334425
719,718,6592.975132440153
720,719,6596.297826234603
721,720,6609.183767429078
722,721,6614.876512287063
723,722,6627.620005901187
724,723,6628.9936091011
725,724,6636.019254728541
726,725,6637.358143706473
727,726,6637.406745538723
728,727,6638.520831278161
729,728,6639.078934769174
730,729,6652.288605219297
731,730,6672.489560030219
732,731,6691.050899307599
733,732,6706.921357083737
734,733,6720.720350999495
735,734,6733.373542862787
736,735,6744.737757344806
737,736,6754.063780032347
738,737,6761.266754587763
739,738,6767.096644690429
740,739,6771.939709678832
741,740,6775.279267552448
742,741,6776.470588235171
743,742,6865.385323060715
744,743,7031.153174176249
745,744,7196.444773900097
746,745,7197.357821122446
747,746,7341.591635763363
748,747,7409.15689658818
749,748,7689.496660597245
750,749,7873.471770816328
751,750,7875.320700397609
752,751,8002.775427144466
753,752,8020.028530733017
754,753,8371.82489263804
755,754,8557.37183246082
756,755,8657.535878845394
757,756,8722.204444879388
758,757,8878.658493957983
759,758,9013.929118448928
760,759,9289.127803509366
761,760,9437.282016627501
762,761,9500.444895442568
763,762,9581.338204370253
764,763,9591.822993539521
765,764,10024.24745629655
766,765,10220.9545842765
767,766,10276.75780015629
768,767,10380.77861786425
769,768,10593.51377771853
770,769,10765.54177891022
771,770,10990.73837347677
772,771,11122.51213800073
773,772,11225.87656182965
774,773,11310.03759136768
775,774,11321.09852823345
776,775,11798.19079413628
777,776,11958.16671205176
778,777,12097.15744384255
779,778,12122.70006528169
780,779,12410.07057393748
781,780,12593.75355668119
782,781,12722.57623242438
783,782,13012.24189722333
784,783,13029.82224778372
785,784,13122.07174303452
786,785,13130.88566605727
787,786,13658.12226454448
788,787,13770.80167908706
789,788,13890.57441844484
790,789,14030.12644660095
791,790,14256.06508213394
792,791,14441.1753557135
793,792,14518.69115210486
794,793,14852.08951835909
795,794,14924.17618916827
796,795,14977.56133716169
797,796,14979.22652928654
798,797,15525.99536018864
799,798,15589.17445216091
800,799,15650.42856966841
801,800,15945.53759513677
802,801,16092.18202565578
803,802,16220.14383748449
804,803,16307.21048433141
805,804,16613.42581146054
806,805,16636.2257819869
807,806,16794.81892398219
808,807,16904.65274001752
809,808,17199.94903958355
810,809,17294.84634657213
811,810,17430.85991872535
812,811,17673.12958530846
813,812,17784.40691484785
814,813,17836.55927547193
815,814,17988.61583597557
816,815,18184.88242896973
817,816,18254.1834025082
818,817,18449.19839538997
819,818,18586.2155697007
820,819,18617.21779697102
821,820,18745.56748898621
822,821,18856.03200253818
823,822,19102.66832015063
824,823,19189.30332357137
825,824,19199.99999999999
826,825,19295.66677558702
827,826,19356.12361217533
828,827,19444.47094402207
829,828,19587.38070527984
830,829,19604.47654821629
831,830,19708.91043235003
832,831,19784.30652382652
833,832,19837.9303543882
834,833,20156.52395079861
835,834,20201.17654309099
836,835,20372.44392117982
837,836,20419.45056687529
838,837,20582.03379151421
839,838,20661.67236623005
840,839,20731.82128456157
841,840,20768.67808764824
842,841,20781.37070860839
843,842,20819.74165759165
844,843,21093.38073676355
845,844,21276.84229138156
846,845,21492.9807407054
847,846,21550.74106321396
848,847,21714.7221357342
849,848,21829.75972277219
850,849,21884.0008799452
851,850,21920.03556317769
852,851,22245.01744195507
853,852,22255.92600356511
854,853,22650.48496739994
855,854,22659.60332007264
856,855,22740.57696788998
857,856,22823.99756312205
858,857,23075.90520740251
859,858,23133.81583967139
860,859,24688.25538568347
861,860,24688.81554927098
