ordered_rank,solver_index,lambda_real,lambda_imag,beta_denominator
1,0,-3738.066555300753,0,0.003968754581664181
2,1,-3658.586905953611,0,0.003984100065710867
3,2,-3543.122095260765,0,0.004003036334081405
4,3,-3412.090903448857,0,0.004021946035784031
5,4,-3282.195560798021,0,0.004056497245207415
6,5,-3256.834096942556,0,0.004357131393955281
7,6,-3160.121156735847,0,0.004371972649219683
8,7,-3145.375192635236,0,0.004087467149029376
9,8,-3019.685953762987,0,0.004401769086666786
10,9,-2999.147266450356,0,0.00407190298028382
11,10,-2860.588965247533,0,0.004458456434317932
12,11,-2851.410323630138,0,0.004038297244494672
13,12,-2715.046772361929,0,0.004455953438886067
14,13,-2706.77194545264,0,0.004517330645530922
15,14,-2695.645344060445,0,0.00438714546980547
16,15,-2620.492504780783,0,0.004862590082964203
17,16,-2575.496846911526,0,0.004432045427942163
18,17,-2571.715982417029,0,0.004149832024085439
19,18,-2512.673484645195,0,0.003674096537770457
20,19,-2469.132280890341,0,0.004812437485635424
21,20,-2439.462212891366,0,0.004767832919970055
22,22,-2317.10391164878,0,0.004918018066359038
23,21,-2312.316350006539,0,0.004851487436604645
24,23,-2259.200507754202,0,0.005176203747409437
25,24,-2224.408086217976,0,0.004858938532988491
26,25,-2184.908346783531,0,0.005313497644571073
27,26,-2174.262407333786,0,0.005164983116567169
28,27,-2153.069209928352,0,0.004987233788933189
29,28,-2131.398448235887,0,0.004974154510876816
30,29,-2101.742594870797,0,0.005207759427239752
31,30,-2064.9835184181,0,0.005495938518204647
32,32,-2048.422800832534,0,0.005493169021798682
33,31,-2037.128840722525,0,0.005453431754369109
34,33,-2012.600483904888,0,0.005556182669016475
35,34,-1980.669531236975,0,0.005486432803761066
36,35,-1943.192225452403,0,0.005549359695091014
37,36,-1917.567817222359,0,0.0056524085941618
38,37,-1891.39008509193,0,0.006026932515176773
39,38,-1882.662209542844,0,0.005904751713681706
40,42,-1821.774036049652,0,0.005785347743595503
41,43,-1817.673552836355,0,0.005822252011886025
42,41,-1806.675266238776,0,0.005952105759211576
43,40,-1761.522219715035,0,0.005923715733897118
44,39,-1709.064825529781,0,0.005967538137455781
45,44,-1616.227888791402,0,0.006091935843813614
46,45,-1516.911240307836,0,0.006168112668904923
47,46,-1432.730475068534,0,0.006168255386593637
48,47,-1369.253962162176,0,0.006142911199795534
