ordered_rank,solver_index,lambda_real,lambda_imag,beta_denominator
1,0,-3661.043233773766,0,0.003968849079865914
2,1,-3583.350570084149,0,0.003984721442360031
3,2,-3469.001074749796,0,0.004004353547846867
4,3,-3338.583961867922,0,0.004023414596044051
5,4,-3209.654409344249,0,0.004058087877032504
6,5,-3180.264297312846,0,0.004357114440653453
7,6,-3085.088655821112,0,0.004372930850380786
8,7,-3073.551183762541,0,0.00408995250543153
9,8,-2945.271833334868,0,0.004401939304204822
10,9,-2927.726432602333,0,0.004074740093698532
11,10,-2786.127696808376,0,0.00445898802139799
12,11,-2780.36217819391,0,0.004043120639853653
13,12,-2641.89779957535,0,0.004349006577276816
14,13,-2632.604798222115,0,0.004520128373978236
15,14,-2620.87104818637,0,0.004499134915596316
16,15,-2545.734936748996,0,0.004847201573992299
17,17,-2501.925590080729,0,0.003985623349901296
18,16,-2501.097298154674,0,0.004623181642772665
19,18,-2440.505830884099,0,0.00366972168331524
20,19,-2393.83308540661,0,0.004816973787408141
21,20,-2365.603401448784,0,0.004767387643232663
22,22,-2241.592363687872,0,0.004923593979389193
23,21,-2239.296062063226,0,0.00483820033577903
24,23,-2184.776525443132,0,0.005131720359599293
25,24,-2150.123662461881,0,0.004901272095287517
26,25,-2109.838560969334,0,0.005311856434197013
27,26,-2100.485337249054,0,0.005159184380935223
28,27,-2078.020871970908,0,0.004930521203315765
29,28,-2073.324713507767,0,0.00502605873138813
30,29,-2026.833940460441,0,0.005203034522166227
31,30,-1988.760719183036,0,0.00549392360556575
32,32,-1974.321122879707,0,0.005492944667503352
33,31,-1963.091039921205,0,0.005463370582827225
34,33,-1939.485967004144,0,0.005554365425173525
35,34,-1909.185622738844,0,0.005490022011364858
36,35,-1870.983015476556,0,0.005556602772109068
37,36,-1844.94271181677,0,0.005659296579373093
38,38,-1815.965608868609,0,0.006098810530612832
39,37,-1813.620485845855,0,0.005838495109009004
40,43,-1746.841933358706,0,0.005765865283701967
41,44,-1745.886907876817,0,0.005824391692089527
42,42,-1736.368702806047,0,0.005962544753472813
43,41,-1689.615594465028,0,0.005924530593692282
44,39,-1637.288715104849,0,0.005968618335513264
45,40,-1544.440071953238,0,0.006091858229201518
46,45,-1445.151828000572,0,0.006167661080380824
47,46,-1361.332310015414,0,0.006168640257936633
48,47,-1298.267923445453,0,0.00614308707680533
49,48,-1254.937791252933,0,0.006091279216144407
50,55,-1230.438827983615,0,0.006066851851851864
51,50,-1184.843085768685,0,0.005762000173638459
52,49,-1168.316200277221,0,0.005598986397752709
53,51,-1103.25216497799,0,0.005485086314017415
54,52,-1027.662895282401,0,0.005349400244880373
