ordered_rank,solver_index,lambda_real,lambda_imag,beta_denominator
1,0,-3631.799961474233,0,0.00396884907986592
2,1,-3554.107297784632,0,0.003984721442360033
3,2,-3439.757802450283,0,0.004004353547846865
4,3,-3309.340689568404,0,0.004023414596044058
5,4,-3180.411137044734,0,0.004058087877032486
6,5,-3151.021025013318,0,0.004357114440653453
7,6,-3055.845383521591,0,0.004372930850380786
8,7,-3044.307911462997,0,0.004089952505431559
9,8,-2916.02856103535,0,0.004401939304204782
10,9,-2898.483160302801,0,0.004074740093698526
11,10,-2756.884424508858,0,0.004458988021397982
12,11,-2751.118905894386,0,0.004043120639853611
13,12,-2612.654527275829,0,0.004349006577276897
14,13,-2603.361525922592,0,0.00452012837397824
15,14,-2591.627775886851,0,0.004499134915596094
16,15,-2516.491664449463,0,0.00484720157399226
17,17,-2472.682317781208,0,0.00398562334990136
18,16,-2471.85402585514,0,0.004623181642772796
19,18,-2411.262558584572,0,0.003669721683315161
20,19,-2364.589813107101,0,0.004816973787408186
21,20,-2336.360129149258,0,0.004767387643232615
22,22,-2212.349091388351,0,0.004923593979389383
23,21,-2210.052789763712,0,0.004838200335779019
24,23,-2155.533253143622,0,0.005131720359599064
25,24,-2120.880390162359,0,0.004901272095287593
26,25,-2080.595288669816,0,0.005311856434197076
27,26,-2071.242064949531,0,0.005159184380935162
28,27,-2048.777599671389,0,0.004930521203315816
29,28,-2044.081441208226,0,0.00502605873138816
30,29,-1997.590668160932,0,0.005203034522166122
31,30,-1959.517446883502,0,0.005493923605565812
32,32,-1945.077850580188,0,0.005492944667503255
33,31,-1933.847767621668,0,0.005463370582827289
34,33,-1910.242694704633,0,0.00555436542517356
35,34,-1879.942350439324,0,0.00549002201136481
36,35,-1841.739743177029,0,0.005556602772108963
37,36,-1815.699439517239,0,0.005659296579373104
38,38,-1786.72233656909,0,0.006098810530612849
39,37,-1784.377213546322,0,0.005838495109008943
40,43,-1717.598661059181,0,0.005765865283702124
41,44,-1716.643635577286,0,0.005824391692089526
42,42,-1707.125430506535,0,0.005962544753472738
43,41,-1660.372322165498,0,0.005924530593692346
44,39,-1608.045442805324,0,0.00596861833551321
45,40,-1515.196799653706,0,0.006091858229201518
46,45,-1415.908555701053,0,0.006167661080380827
47,46,-1332.089037715881,0,0.006168640257936652
48,47,-1269.024651145935,0,0.006143087076805287
49,48,-1225.694518953408,0,0.00609127921614442
50,55,-1201.19555568409,0,0.00606685185185186
51,50,-1155.59981346916,0,0.005762000173638535
52,49,-1139.072927977703,0,0.005598986397752696
53,51,-1074.008892678462,0,0.00548508631401737
54,52,-998.4196229828798,0,0.005349400244880369
55,53,-957.0573698626769,0,0.005377221771433686
56,54,-917.0120469680144,0,0.005262678995889968
57,56,-834.1631228554386,0,0.005456616796086907
58,57,-813.8824037889102,0,0.005259609321687645
59,58,-757.456755365989,0,0.005116881200089357
60,59,-711.7108912287536,0,0.005628708525588599
61,60,-693.6478381650268,0,0.005335925140094121
62,61,-667.0032945609395,0,0.005197984538400917
63,62,-607.9397813443306,0,0.005841336793520659
64,63,-576.0686990075687,0,0.005510635911068867
