ordered_rank,solver_index,lambda_real,lambda_imag,beta_denominator
1,0,-3723.756283159125,0,0.00396873324018484
2,1,-3642.961224070634,0,0.003983759706966461
3,2,-3526.594127956861,0,0.004002139330832944
4,3,-3395.085808314069,0,0.004020920366615244
5,4,-3264.541261904832,0,0.004056360143604647
6,5,-3242.127685153084,0,0.00435619346100096
7,6,-3144.27610715624,0,0.004370637016961496
8,7,-3126.970930266529,0,0.004086044692398145
9,8,-3003.24855343222,0,0.004401630332563087
10,9,-2980.475407645317,0,0.004069586796567074
11,10,-2844.183757149589,0,0.00445822877079138
12,11,-2832.438680959958,0,0.004034728149897613
13,12,-2698.349921524143,0,0.004551398521358302
14,13,-2690.158858834061,0,0.004510250921724634
15,14,-2679.096983701978,0,0.004296040644699677
16,15,-2604.429373550091,0,0.004870559083207688
17,16,-2558.793024094308,0,0.004446299047878415
18,17,-2552.523739226507,0,0.004126067482257429
19,18,-2493.508460705259,0,0.003687985757883969
20,19,-2453.376139534311,0,0.004806263134652762
21,20,-2422.550860445988,0,0.004767910918751791
22,21,-2301.6096756431,0,0.004913144236854326
23,22,-2295.163764656888,0,0.004861251237791634
24,23,-2242.974592229767,0,0.005211216069422766
25,24,-2207.555444184159,0,0.004830168083120213
26,25,-2169.215806337466,0,0.005314592122663669
27,26,-2157.914379869082,0,0.005151478984037366
28,27,-2138.792548774963,0,0.005002381740064024
29,28,-2100.775360705198,0,0.004991090931941257
30,29,-2085.260242671113,0,0.005206710798021479
31,30,-2050.245642939639,0,0.005494274009145721
32,31,-2031.948298900359,0,0.005489215313586114
33,32,-2020.285992636936,0,0.005444205877371269
34,33,-1995.692313454898,0,0.005557965515418821
35,34,-1962.16278836918,0,0.005488775040969103
36,35,-1925.300862957405,0,0.005545746313243945
37,36,-1899.407540046494,0,0.005644854724300334
38,37,-1876.254040644264,0,0.006011871232390454
39,38,-1861.316918879489,0,0.005909268949721484
40,39,-1806.400808940524,0,0.005794462975242378
41,40,-1799.321755837607,0,0.005828550679889539
42,41,-1786.019177026182,0,0.005943320904440177
43,42,-1742.351006335494,0,0.005922290351560531
44,43,-1690.376908132939,0,0.005966994725402137
45,44,-1597.739626626579,0,0.006090519003951982
46,45,-1498.545981033712,0,0.006167996210636846
47,46,-1414.328227089176,0,0.006167618408810829
48,47,-1350.720071045422,0,0.006140775261939684
49,48,-1307.910137432017,0,0.006090570255251973
50,49,-1282.187026017932,0,0.006054843235276365
51,50,-1244.154131161778,0,0.005753595537255732
52,51,-1222.540972309504,0,0.005613975258095481
53,52,-1156.505460091778,0,0.005502032343889402
54,53,-1086.1739736145,0,0.005352002537289601
55,54,-1041.825791095188,0,0.005386414483490667
56,55,-1003.344279721017,0,0.00526249645826541
57,56,-917.8043828999075,0,0.005461172006804559
58,57,-899.0663853595014,0,0.005260214126822944
59,58,-847.4669876993745,0,0.005117882533853435
60,59,-795.9455823569405,0,0.005634078750002632
61,60,-778.3118307200353,0,0.00534008438196644
62,61,-753.469234354639,0,0.00519806912405203
63,62,-693.4556273175893,0,0.005847858062254982
64,63,-660.7592976648843,0,0.005515287794661418
65,64,-643.6465186896229,0,0.005327190529240931
66,65,-642.5799082911897,0,0.005446750875344128
67,66,-615.4241906933967,0,0.006041162154268523
68,67,-573.4539903984117,0,0.006243422338248609
69,68,-569.7694931417624,0,0.005795411154572133
70,69,-553.43736333262,0,0.005793613504379344
71,70,-550.1105532093679,0,0.005682408015760595
72,72,-537.4852767449846,0,0.006020252049569977
73,71,-529.5930458504216,0,0.005498453945869338
74,73,-488.1426620262115,0,0.005983337478228149
75,74,-462.4815831296283,0,0.005827953891261988
76,75,-448.1076784184693,0,0.005583174080268673
77,76,-422.315119128529,0,0.005739747194504582
78,77,-396.0014698406069,0,0.005979950911421577
79,78,-388.1862612526037,0,0.006200882454398419
80,79,-358.5839089106868,0,0.006332822752182745
81,80,-346.2655492336244,0,0.005671837635158649
82,81,-332.2880317001723,0,0.006250739157220366
83,82,-321.2587956378569,0,0.005740044857493113
84,83,-287.8932854452571,0,0.006409890138783236
85,84,-251.2442072713793,0,0.005771526897813134
86,85,-247.7283317253172,0,0.005879963504546557
87,86,-194.6328186466444,0,0.006591924784122204
88,87,-191.4675556715207,0,0.006057738579271858
89,88,-167.6234968796103,0,0.005973799824696376
90,89,-157.4615025208227,0,0.006139013825638869
