ordered_rank,solver_index,dof_index,component_real,component_imag
1,0,0,0.1911192666460706,0
1,0,1,-0.06349034353566682,0
1,0,2,0.1280847240691431,0
1,0,3,0.2720713051772621,0
1,0,4,-0.1586984517434337,0
1,0,5,0.3442957069568054,0
1,0,6,0.3068610657470418,0
1,0,7,-0.2038711274719592,0
1,0,8,0.4690590800022732,0
1,0,9,0.2991522156388946,0
1,0,10,-0.2179875003485144,0
1,0,11,0.5231509881079449,0
1,0,12,0.2522384234313023,0
1,0,13,-0.2025805127565365,0
1,0,14,0.5057703883656754,0
1,0,15,0.1766425886998778,0
1,0,16,-0.161655393999915,0
1,0,17,0.422072472295609,0
1,0,18,0.09420991614595192,0
1,0,19,-0.1054451618425478,0
1,0,20,0.2901010628951549,0
1,0,21,0.03280789040352812,0
1,0,22,-0.05118976962505719,0
1,0,23,0.148264087765746,0
1,0,24,0.005165660107811045,0
1,0,25,-0.01555347805931335,0
1,0,26,0.04607801963545415,0
1,0,27,-0.001811629878984607,0
1,0,28,0.004132933258378328,0
1,0,29,0.2805909482669812,0
1,0,30,-0.0964336883124511,0
1,0,31,0.08257112803752524,0
1,0,32,0.5561639245667808,0
1,0,33,-0.2965612143883591,0
1,0,34,0.346977758851902,0
1,0,35,0.7343410541081651,0
1,0,36,-0.458937502779609,0
1,0,37,0.608017733569879,0
1,0,38,0.807456734634005,0
1,0,39,-0.5510149616063569,0
1,0,40,0.7826912008378514,0
1,0,41,0.7710402429610554,0
1,0,42,-0.566801570593495,0
1,0,43,0.8499042653395847,0
1,0,44,0.6335765425325602,0
1,0,45,-0.5069575476585664,0
1,0,46,0.8024652462653145,0
1,0,47,0.423975685235608,0
1,0,48,-0.3841259298822266,0
1,0,49,0.6489383831497427,0
1,0,50,0.2043948575955762,0
1,0,51,-0.2295205902646834,0
1,0,52,0.4186942607994275,0
1,0,53,0.05400906237844083,0
1,0,54,-0.09352726735095017,0
1,0,55,0.1810471531363898,0
1,0,56,-0.01753894496689025,0
1,0,57,0.02923380559981969,0
1,0,58,0.1674834111752841,0
1,0,59,-0.05557584666638903,0
1,0,60,0.02923380559986115,0
1,0,61,0.4559213815336314,0
1,0,62,-0.2227989802556554,0
1,0,63,0.181047153136622,0
1,0,64,0.7403872193748455,0
1,0,65,-0.4294634182510803,0
1,0,66,0.418694260800033,0
1,0,67,0.9326612678855557,0
1,0,68,-0.6000050199603373,0
1,0,69,0.6489383831506953,0
1,0,70,1,0
1,0,71,-0.6929088944311614,0
1,0,72,0.8024652462658218,0
1,0,73,0.9326612678848355,0
1,0,74,-0.6929088944309293,0
1,0,75,0.8499042653395598,0
1,0,76,0.7403872193737346,0
1,0,77,-0.6000050199596149,0
1,0,78,0.7826912008371162,0
1,0,79,0.4559213815330154,0
1,0,80,-0.429463418250418,0
1,0,81,0.6080177335689669,0
1,0,82,0.1674834111750746,0
1,0,83,-0.2227989802554028,0
1,0,84,0.3469777588514303,0
1,0,85,-0.0555758466663264,0
1,0,86,0.08257112803742141,0
1,0,87,0.05400906237852572,0
1,0,88,-0.01753894496691598,0
1,0,89,0.004132933258385802,0
1,0,90,0.2043948575958633,0
1,0,91,-0.09352726735108984,0
1,0,92,0.04607801963553654,0
1,0,93,0.4239756852362462,0
1,0,94,-0.2295205902650136,0
1,0,95,0.1482640877659709,0
1,0,96,0.6335765425333976,0
1,0,97,-0.3841259298828263,0
1,0,98,0.2901010628956174,0
1,0,99,0.7710402429614703,0
1,0,100,-0.5069575476589938,0
1,0,101,0.4220724722961024,0
1,0,102,0.807456734633911,0
1,0,103,-0.5668015705936326,0
1,0,104,0.5057703883659318,0
1,0,105,0.7343410541073914,0
1,0,106,-0.551014961605986,0
1,0,107,0.5231509881078182,0
1,0,108,0.5561639245659979,0
1,0,109,-0.4589375027789834,0
1,0,110,0.4690590800017236,0
1,0,111,0.2805909482665999,0
1,0,112,-0.2965612143879427,0
1,0,113,0.3442957069563677,0
1,0,114,-0.09643368831232718,0
1,0,115,0.1280847240689816,0
1,0,116,0.005165660107818521,0
1,0,117,-0.001811629878987539,0
1,0,118,0.03280789040358599,0
1,0,119,-0.01555347805934287,0
1,0,120,0.09420991614611171,0
1,0,121,-0.05118976962514642,0
1,0,122,0.1766425887001634,0
1,0,123,-0.1054451618427294,0
1,0,124,0.2522384234315783,0
1,0,125,-0.1616553940001125,0
1,0,126,0.2991522156390437,0
1,0,127,-0.2025805127566926,0
1,0,128,0.3068610657469356,0
1,0,129,-0.2179875003484991,0
1,0,130,0.2720713051769755,0
1,0,131,-0.2038711274717543,0
1,0,132,0.1911192666458588,0
1,0,133,-0.1586984517433132,0
1,0,134,-0.06349034353559707,0
1,0,135,1.047603021330271e-16,0
1,0,136,-1.201144640402217e-17,0
1,0,137,-1.596782327542873e-17,0
1,0,138,-4.141744895593222e-17,0
1,0,139,4.585958148994588e-17,0
1,0,140,1.641158640714625e-16,0
1,0,141,1.489481445579614e-16,0
1,0,142,2.912541147880475e-17,0
1,0,143,1.227562404503222e-17,0
1,0,144,2.618410782558964e-17,0
1,0,145,-1.337777388130224e-17,0
1,0,146,5.010447804560605e-17,0
1,0,147,-9.300070084538829e-17,0
1,0,148,-7.60687556503275e-18,0
1,0,149,-1.327987351635725e-16,0
1,0,150,-1.241921812170235e-16,0
1,0,151,1.891480327214268e-17,0
1,0,152,-1.230117357059323e-16,0
1,0,153,-1.317421013106314e-17,0
1,0,154,2.165270921928295e-17,0
1,0,155,-2.574072256199656e-18,0
1,0,156,-9.077531948247529e-17,0
1,0,157,-1.874382910351681e-16,0
1,0,158,-1.058025662519109e-17,0
1,0,159,-7.167528835324285e-17,0
1,0,160,-1.038000079009707e-16,0
1,0,161,1.784765116144074e-16,0
1,0,162,4.365360541879612e-18,0
1,0,163,-2.102304816738909e-18,0
1,0,164,-4.238090224853445e-17,0
1,0,165,-1.500212979975306e-16,0
1,0,166,9.51803318329736e-17,0
1,0,167,9.777074949962157e-17,0
1,0,168,-4.165942199791279e-17,0
1,0,169,-1.571303202232549e-16,0
1,0,170,-1.425388139152045e-16,0
2,1,0,0.2789911102972906,0
2,1,1,-0.1035912600835,0
2,1,2,0.2404096431413259,0
2,1,3,0.2457297506051305,0
2,1,4,-0.2024009463762614,0
