ordered_rank,solver_index,dof_index,component_real,component_imag
1,0,0,0.06496873024267712,0
1,0,1,-0.01940554487646356,0
1,0,2,0.03458467407788499,0
1,0,3,0.1272868042195246,0
1,0,4,-0.0595474122947811,0
1,0,5,0.1181039922968876,0
1,0,6,0.208022368151159,0
1,0,7,-0.106555594901977,0
1,0,8,0.2262368802603731,0
1,0,9,0.2847896476810242,0
1,0,10,-0.1617308081478945,0
1,0,11,0.3711020360315925,0
1,0,12,0.2973012178095022,0
1,0,13,-0.2115604443209982,0
1,0,14,0.5049115787689276,0
1,0,15,0.2310857074311186,0
1,0,16,-0.1985839533781544,0
1,0,17,0.5033422129542919,0
1,0,18,0.131019698808941,0
1,0,19,-0.1413948043022928,0
1,0,20,0.3816536945239584,0
1,0,21,0.04735963709358738,0
1,0,22,-0.07236360008275905,0
1,0,23,0.206807117286626,0
1,0,24,0.007628807521151125,0
1,0,25,-0.02271704659140173,0
1,0,26,0.06660657816542906,0
1,0,27,-0.00269980154691207,0
1,0,28,0.006103645075970291,0
1,0,29,0.07718500839758202,0
1,0,30,-0.02470065047339113,0
1,0,31,0.01881802162215297,0
1,0,32,0.1986312335872427,0
1,0,33,-0.09140873601905432,0
1,0,34,0.09577606476036994,0
1,0,35,0.3754538809188953,0
1,0,36,-0.1910351640605669,0
1,0,37,0.2246749415147598,0
1,0,38,0.6151082026273388,0
1,0,39,-0.3322089178449178,0
1,0,40,0.4264368209218668,0
1,0,41,0.7919931149449392,0
1,0,42,-0.5086998679572317,0
1,0,43,0.6945264200289687,0
1,0,44,0.7631872983701783,0
1,0,45,-0.5654947214915973,0
1,0,46,0.8449762276111902,0
1,0,47,0.5600387634941761,0
1,0,48,-0.4847692138233917,0
1,0,49,0.7906734026492551,0
1,0,50,0.2853065955526529,0
1,0,51,-0.3117190683615934,0
1,0,52,0.5561707211211981,0
1,0,53,0.07796037423021832,0
1,0,54,-0.1328010642087936,0
1,0,55,0.2532563430762936,0
1,0,56,-0.0255771191758124,0
1,0,57,0.04223717305000033,0
1,0,58,0.03856457782234192,0
1,0,59,-0.01204921966192812,0
1,0,60,0.005786935000612756,0
1,0,61,0.1297067691060946,0
1,0,62,-0.05667987276868205,0
1,0,63,0.04155564471995046,0
1,0,64,0.2905521025782357,0
1,0,65,-0.1420492178232133,0
1,0,66,0.1217453012461756,0
1,0,67,0.5566710218993293,0
1,0,68,-0.2861388101052268,0
1,0,69,0.2701771514047636,0
1,0,70,0.8575207231307533,0
1,0,71,-0.5125441979300208,0
1,0,72,0.518772584780537,0
