node_id,x_m,y_m,Ez
0,0,0,0
1,0.1,0,0
2,0.2,0,0
3,0.3,0,0
4,0.4,0,0
5,0.5,0,0
6,0.6,0,0
7,0.7,0,0
8,0.8,0,0
9,0.9,0,0
10,1,0,0
11,0,0.09,0
12,0.1,0.09,0.03487372380144353
13,0.2,0.09,0.6518512818536694
14,0.3,0.09,0.8853032885993239
15,0.4,0.09,0.04863523801536687
16,0.5,0.09,-0.1135387600873671
17,0.6,0.09,-0.200851478423511
18,0.7,0.09,-0.1943242185131082
19,0.8,0.09,-0.1203714499901035
20,0.9,0.09,-0.08615461970432911
21,1,0.09,0
22,0,0.18,0
23,0.1,0.18,0.3576950361523984
24,0.2,0.18,1
25,0.3,0.18,0.9139772114770421
26,0.4,0.18,0.379006509338655
27,0.5,0.18,0.2067629290548353
28,0.6,0.18,0.1595794632427601
29,0.7,0.18,0.1293556339973634
30,0.8,0.18,0.1238863838349279
31,0.9,0.18,0.08061501449964638
32,1,0.18,0
33,0,0.27,0
34,0.1,0.27,0.169779840238408
35,0.2,0.27,0.7683414997867744
36,0.3,0.27,0.6675978979064759
37,0.4,0.27,0.2033620960823267
38,0.5,0.27,0.07408616474348394
39,0.6,0.27,0.01636680123700526
40,0.7,0.27,0.0007239317571388299
41,0.8,0.27,0.01992192930078351
42,0.9,0.27,0.02146328548384457
43,1,0.27,0
44,0,0.36,0
45,0.1,0.36,0.218708943764209
46,0.2,0.36,0.5057427002886732
47,0.3,0.36,-0.1923903973825296
48,0.4,0.36,0.2895068917412139
49,0.5,0.36,0.3049348077910105
50,0.6,0.36,0.3060868472106653
51,0.7,0.36,0.2804816513015121
52,0.8,0.36,0.2302395114730562
53,0.9,0.36,0.1460876732058816
54,1,0.36,0
55,0,0.45,0
56,0.1,0.45,0
57,0.2,0.45,0
58,0.3,0.45,0
59,0.4,0.45,0
60,0.5,0.45,0
61,0.6,0.45,0
62,0.7,0.45,0
63,0.8,0.45,0
64,0.9,0.45,0
65,1,0.45,0
