cell_id,xc_m,yc_m,Ex,Ey,Emag
0,0.06666666666666667,0.03,0.07038753702071343,-0.1486375996177871,0.1644613674635472
1,0.03333333333333333,0.06,0.1472485535087496,-0.07791517729073955,0.1665920507187137
2,0.1666666666666667,0.03,0.03772887991566611,-0.3547915584335493,0.3567919818541294
3,0.1333333333333333,0.06,0.05731564296730095,-0.2807398124460473,0.2865308451475982
4,0.2666666666666667,0.03,0.01572844756903695,0.02241037553445352,0.02737898819399974
5,0.2333333333333333,0.06,0.442633295163801,-0.4155824136392107,0.6071515268149761
6,0.3666666666666667,0.03,0.011474599779708,0.4175071991490693,0.4176648510246045
7,0.3333333333333333,0.06,0.4191533144428222,-0.008892636242929271,0.4192476356376413
8,0.4666666666666666,0.03,0.007965181486464822,0.7213403551665921,0.7213843303731913
9,0.4333333333333333,0.06,0.3187986997146497,0.3947888124237041,0.5074355302446509
10,0.5666666666666668,0.03,0.004717203033561413,0.8816244245312341,0.8816370443297454
11,0.5333333333333333,0.06,0.1731357914641685,0.7061120749136296,0.7270283795181282
12,0.6666666666666666,0.03,0.001685418598808954,0.8778735231970466,0.877875141102793
13,0.6333333333333333,0.06,0.00996909088759174,0.8734626090177318,0.8735194972782164
14,0.7666666666666666,0.03,-0.0008823208889387061,0.7111800438354591,0.7111805911580803
15,0.7333333333333334,0.06,-0.1504227619146636,0.8761782843706847,0.8889968466225243
16,0.8666666666666667,0.03,-0.00269830725566618,0.4092737858913101,0.4092826806497582
17,0.8333333333333334,0.06,-0.2826800658880421,0.7147634550109672,0.7686317819799561
18,0.9666666666666667,0.03,-0.003653602154443345,-0.004059557949381495,0.005461576644828811
19,0.9333333333333332,0.06,-0.389151362914714,0.4162418172273496,0.5698210540749664
20,0.06666666666666667,0.12,0.2646107357958937,-0.0749029445041145,0.2750078046053069
21,0.03333333333333333,0.15,0.3161548721493327,-0.0398434798231465,0.3186556229978978
22,0.1666666666666667,0.12,0.1330336543538612,-0.2069091110757232,0.2459864497017845
23,0.1333333333333333,0.15,0.1428779277960295,-0.1575000496264783,0.2126508120925724
24,0.2666666666666667,0.12,0.4716735283299907,0.03191823629862681,0.4727522513279842
25,0.2333333333333333,0.15,0.7482136946497414,-0.2495489817134535,0.7887321643851213
26,0.3666666666666667,0.12,0.4407621867628133,0.2536140983672741,0.5085188454429025
27,0.3333333333333333,0.15,0.679365565462741,0.008601660217781273,0.679420017437676
28,0.4666666666666666,0.12,0.334337498600016,0.4099135595557883,0.5289713501483918
29,0.4333333333333333,0.15,0.5043593602727718,0.2358640398782568,0.5567856047011737
30,0.5666666666666668,0.12,0.1828229113009629,0.4837671934002878,0.5171604338181249
31,0.5333333333333333,0.15,0.2687615696107999,0.3976411210188771,0.4799492081718754
32,0.6666666666666666,0.12,0.01394243970941029,0.4663233112292881,0.4665316947656375
33,0.6333333333333333,0.15,0.007472897229773478,0.4771939252466056,0.4772524347609657
34,0.7666666666666666,0.12,-0.1515408287533302,0.3634493832584258,0.3937766841373118
35,0.7333333333333334,0.15,-0.2446301365523169,0.4653230287561766,0.5257084979343846
36,0.8666666666666667,0.12,-0.2877008641671804,0.1957386593225288,0.3479732891989317
37,0.8333333333333334,0.15,-0.4471318656845173,0.3672114188409218,0.5785940990346169
38,0.9666666666666667,0.12,-0.3962708044419953,-0.003940578422791086,0.39629039681957
39,0.9333333333333332,0.15,-0.5893753908431126,0.2026968820780496,0.6232570716290626
40,0.06666666666666667,0.21,0.3560331165651166,0.04060016378949469,0.3583405550461791
41,0.03333333333333333,0.24,0.367440217100456,0.01619564413897654,0.3677969712108932
42,0.1666666666666667,0.21,0.1764796473058597,0.04006623028543577,0.1809706294471183
43,0.1333333333333333,0.24,0.1758445779394423,0.04206586615782449,0.1808061190510669
44,0.2666666666666667,0.21,0.7644356797450762,0.05119040857903984,0.7661477444969774
45,0.2333333333333333,0.24,0.7906948924269674,0.03023809614120703,0.7912728703603698
46,0.3666666666666667,0.21,0.6930899469330016,0.02541144065131537,0.6935556328482715
47,0.3333333333333333,0.24,0.6866694093950871,0.04172186103126514,0.6879357466267544
48,0.4666666666666666,0.21,0.5150103293626327,-0.01096279611479006,0.5151269962338043
49,0.4333333333333333,0.24,0.4975807703766438,0.01637614356318335,0.4978501793979956
50,0.5666666666666668,0.21,0.2755354931631804,-0.04115589216034803,0.2785922027842689
51,0.5333333333333333,0.24,0.2590726926279407,-0.01777164731672652,0.2596815193922
52,0.6666666666666666,0.21,0.009856692648909456,-0.06051146460462329,0.0613089857897816
53,0.6333333333333333,0.24,-0.003595531327332258,-0.04440515189845741,0.04455048103725597
54,0.7666666666666666,0.21,-0.2465031984772875,-0.06374514057196165,0.2546119985508777
55,0.7333333333333334,0.24,-0.2528852158473532,-0.0596066826237879,0.2598151054260999
56,0.8666666666666667,0.21,-0.4524268977566613,-0.04684819337862145,0.4548459640763642
57,0.8333333333333334,0.24,-0.4472065011052265,-0.05899642343383204,0.4510811818384391
58,0.9666666666666667,0.21,-0.5965159829231025,-0.003951378566823307,0.596529069933137
59,0.9333333333333332,0.24,-0.5719086582184846,-0.03945312051898795,0.5732678798467198
60,0.06666666666666667,0.3,0.3099194292598275,0.1534907378575113,0.3458460050958814
61,0.03333333333333333,0.33,0.281048915040689,0.0689263723196383,0.289377499897096
62,0.1666666666666667,0.3,0.1538519368146861,0.2894922160376178,0.3278355709925342
63,0.1333333333333333,0.33,0.1434993695193773,0.2418486319434263,0.2812166954954234
64,0.2666666666666667,0.3,0.7904265005219986,0.04081345329043382,0.7914794948051045
65,0.2333333333333333,0.33,0.5349327397239452,0.3148957747788965,0.6207353582664416
66,0.3666666666666667,0.3,0.6901959774810074,-0.2366593841724757,0.7296424819374614
67,0.3333333333333333,0.33,0.4340510458711314,0.04586610694542897,0.4364676507923039
68,0.4666666666666666,0.3,0.5018451010480544,-0.4558194297715128,0.6779526959922492
69,0.4333333333333333,0.33,0.3054757098314534,-0.2366648362904316,0.3864267770657296
