solver,case_name,storage,backend,debug_local_blocks,debug_candidates,nx,ny,nz,mesh_nodes,mesh_tets,mesh_edges,ndof,nnz_lower_s,nnz_lower_t,assembly_ms,solve_ms,post_ms,total_ms
fem3d0,half,dense,closed-form,0,0,5,5,4,180,600,909,519,0,0,2.682158,242.379984,187.819439,432.910325
