node_id,x_m,y_m,Hz
0,0,0,-7.586352452664929e-15
1,0.125,0,0.02747716949348058
2,0.1141931822053251,0.05084208038447502,0.03744371196180118
3,0.08364132579485728,0.09289310318467427,0.02263229788517269
4,0.03862712429686843,0.1188820645368942,-0.007155785547412401
5,-0.01306605790845667,0.1243152369210342,-0.0322086081298018
6,-0.06249999999999997,0.1082531754730548,-0.03594774542833294
7,-0.1011271242968684,0.07347315653655916,-0.01589886526159533
8,-0.1222684500917257,0.02598896135221991,0.01467091072251032
9,-0.1222684500917257,-0.02598896135221988,0.03553237603676756
10,-0.1011271242968684,-0.07347315653655913,0.03288068992318689
11,-0.06250000000000006,-0.1082531754730548,0.0084705759348299
12,-0.01306605790845678,-0.1243152369210342,-0.02154484670023266
13,0.0386271242968684,-0.1188820645368942,-0.0373032086077016
14,0.08364132579485731,-0.09289310318467425,-0.02837659048937799
15,0.1141931822053251,-0.05084208038447502,-0.000672081793409561
16,0.25,0,0.1020727303772349
17,0.2283863644106502,0.10168416076895,0.1403875917876186
18,0.1672826515897146,0.1857862063693485,0.08580253845897967
19,0.07725424859373686,0.2377641290737884,-0.02556138261525069
20,-0.02613211581691333,0.2486304738420684,-0.1200103453564142
21,-0.1249999999999999,0.2165063509461097,-0.1350438077001015
22,-0.2022542485937368,0.1469463130731183,-0.06071354450635334
23,-0.2445369001834514,0.05197792270443983,0.05379322600063537
24,-0.2445369001834514,-0.05197792270443977,0.1327029323699528
25,-0.2022542485937369,-0.1469463130731183,0.1237979612039724
26,-0.1250000000000001,-0.2165063509461096,0.03297107732284887
27,-0.02613211581691356,-0.2486304738420683,-0.0796740472812883
28,0.07725424859373681,-0.2377641290737884,-0.1395957644596356
29,0.1672826515897146,-0.1857862063693485,-0.1071415497547208
30,0.2283863644106502,-0.10168416076895,-0.003787615847572988
31,0.375,0,0.2110914196210781
32,0.3425795466159753,0.1525262411534251,0.2930443509195922
33,0.2509239773845718,0.2786793095540228,0.181078468820648
34,0.1158813728906053,0.3566461936106826,-0.05071405963861168
35,-0.03919817372537,0.3729457107631025,-0.248947127774459
36,-0.1874999999999999,0.3247595264191645,-0.2824422254794396
37,-0.3033813728906052,0.2204194696096775,-0.1290343474183485
38,-0.3668053502751771,0.07796688405665975,0.109760563221117
39,-0.3668053502751771,-0.07796688405665965,0.2759226518632161
40,-0.3033813728906053,-0.2204194696096774,0.2594960194776369
41,-0.1875000000000002,-0.3247595264191644,0.07135080585834626
42,-0.03919817372537034,-0.3729457107631025,-0.164010003501255
43,0.1158813728906052,-0.3566461936106826,-0.290839032041775
44,0.250923977384572,-0.2786793095540228,-0.2252085922246157
45,0.3425795466159753,-0.1525262411534251,-0.01054889170318641
46,0.5,0,0.3385151170373243
47,0.4567727288213004,0.2033683215379001,0.4743703477371006
48,0.3345653031794291,0.3715724127386971,0.296316319802651
49,0.1545084971874737,0.4755282581475768,-0.07782171024995747
50,-0.05226423163382667,0.4972609476841367,-0.4004620961375326
51,-0.2499999999999999,0.4330127018922194,-0.4581011801745397
52,-0.4045084971874737,0.2938926261462366,-0.212596944790267
53,-0.4890738003669028,0.1039558454088797,0.1735909350194364
54,-0.4890738003669028,-0.1039558454088795,0.4449069600061812
55,-0.4045084971874738,-0.2938926261462365,0.4218107928249872
56,-0.2500000000000002,-0.4330127018922192,0.1195860631372122
57,-0.05226423163382712,-0.4972609476841366,-0.2617734029468341
58,0.1545084971874736,-0.4755282581475768,-0.4699072548220835
59,0.3345653031794292,-0.371572412738697,-0.3670852497562216
60,0.4567727288213005,-0.2033683215379001,-0.02134869668745609
61,0.625,0,0.4663621984502275
62,0.5709659110266255,0.2542104019223751,0.6597412959553816
63,0.4182066289742864,0.4644655159233713,0.4165439883549797
64,0.1931356214843422,0.5944103226844709,-0.1022966329491759
65,-0.06533028954228333,0.6215761846051708,-0.5534436044224863
66,-0.3124999999999999,0.5412658773652742,-0.6383554762761249
67,-0.505635621484342,0.3673657826827958,-0.3008427694037945
68,-0.6113422504586286,0.1299448067610996,0.2357492668564486
69,-0.6113422504586286,-0.1299448067610994,0.6163368691644266
70,-0.5056356214843423,-0.3673657826827956,0.5890704591141832
71,-0.3125000000000003,-0.541265877365274,0.1719932778259063
72,-0.0653302895422839,-0.6215761846051708,-0.3588985265515675
73,0.193135621484342,-0.594410322684471,-0.6522932552114071
74,0.4182066289742865,-0.4644655159233713,-0.5140402362152384
75,0.5709659110266256,-0.2542104019223751,-0.03562685469168467
76,0.75,0,0.5767643249721222
77,0.6851590932319507,0.3050524823068501,0.8237492728597289
78,0.5018479547691437,0.5573586191080456,0.5256273759004789
79,0.2317627457812106,0.7132923872213651,-0.1203225433495296
80,-0.07839634745074001,0.745891421526205,-0.6866503686807
81,-0.3749999999999998,0.649519052838329,-0.7985950117541718
82,-0.6067627457812105,0.4408389392193549,-0.3820783602197449
83,-0.7336107005503543,0.1559337681133195,0.2872743620532933
84,-0.7336107005503543,-0.1559337681133193,0.7665264963639093
85,-0.6067627457812107,-0.4408389392193548,0.7385383165509458
86,-0.3750000000000003,-0.6495190528383288,0.2218306867820607
87,-0.07839634745074067,-0.7458914215262049,-0.4416709126399509
88,0.2317627457812104,-0.7132923872213652,-0.8129017379537375
89,0.5018479547691439,-0.5573586191080455,-0.6462039530143633
90,0.6851590932319507,-0.3050524823068501,-0.05188794787022222
91,0.875,0,0.6540828611679583
92,0.7993522754372757,0.3558945626913251,0.9432190206941843
93,0.585489280564001,0.6502517222927199,0.6081905693246616
94,0.270389870078079,0.8321744517582593,-0.1293011718262861
95,-0.09146240535919667,0.8702066584472392,-0.7812293123387359
96,-0.4374999999999998,0.7577722283113839,-0.9161877151147786
97,-0.7078898700780789,0.5143120957559141,-0.4448691703678145
98,-0.85587915064208,0.1819227294655394,0.3208365596775953
99,-0.85587915064208,-0.1819227294655392,0.8742322938061642
100,-0.7078898700780791,-0.5143120957559139,0.8491146100284458
101,-0.4375000000000004,-0.7577722283113836,0.2621048539468267
102,-0.09146240535919746,-0.8702066584472391,-0.4983498503263273
103,0.2703898700780788,-0.8321744517582594,-0.9290271290022277
104,0.5854892805640012,-0.6502517222927198,-0.7449311219798603
105,0.7993522754372758,-0.3558945626913251,-0.06788529768968278
106,1,0,0.6867503902941392
107,0.9135454576426009,0.4067366430758002,1
108,0.6691306063588582,0.7431448254773941,0.6515108224235825
109,0.3090169943749475,0.9510565162951535,-0.1281083366846963
110,-0.1045284632676533,0.9945218953682734,-0.8229532404345047
111,-0.4999999999999998,0.8660254037844387,-0.9732180648691637
112,-0.8090169943749473,0.5877852522924732,-0.4794667472960521
113,-0.9781476007338057,0.2079116908177593,0.33156631417489
114,-0.9781476007338057,-0.2079116908177591,0.9231890850001225
115,-0.8090169943749476,-0.587785252292473,0.9039018302851459
116,-0.5000000000000004,-0.8660254037844384,0.2864676745750253
117,-0.1045284632676542,-0.9945218953682733,-0.5205332527039009
118,0.3090169943749472,-0.9510565162951536,-0.9830771365984496
119,0.6691306063588585,-0.743144825477394,-0.7950807483154085
120,0.913545457642601,-0.4067366430758002,-0.08094858985060956
