ordered_rank,solver_index,dof_index,component_real,component_imag
1,0,0,0.5725490762749786,0
1,0,1,0.572549076274954,0
1,0,2,0.5725490762749816,0
1,0,3,0.5725490762750108,0
1,0,4,0.5725490762750304,0
1,0,5,0.5725490762750453,0
1,0,6,0.5725490762750396,0
1,0,7,0.5725490762750267,0
1,0,8,0.5725490762750028,0
1,0,9,0.5725490762749812,0
1,0,10,0.5725490762749583,0
1,0,11,0.5725490762749363,0
1,0,12,0.5725490762749165,0
1,0,13,0.5725490762749064,0
1,0,14,0.5725490762749113,0
1,0,15,0.5725490762749237,0
1,0,16,0.5725490762749162,0
1,0,17,0.5725490762749877,0
1,0,18,0.5725490762750692,0
1,0,19,0.5725490762750881,0
1,0,20,0.5725490762750918,0
1,0,21,0.5725490762750874,0
1,0,22,0.5725490762750616,0
1,0,23,0.5725490762750082,0
1,0,24,0.57254907627497,0
1,0,25,0.572549076274911,0
1,0,26,0.5725490762748933,0
1,0,27,0.5725490762748694,0
1,0,28,0.5725490762748429,0
1,0,29,0.5725490762748723,0
1,0,30,0.5725490762748831,0
1,0,31,0.5725490762748718,0
1,0,32,0.5725490762749433,0
1,0,33,0.5725490762751148,0
1,0,34,0.5725490762751666,0
1,0,35,0.5725490762751546,0
1,0,36,0.5725490762751124,0
1,0,37,0.5725490762750625,0
1,0,38,0.5725490762749924,0
1,0,39,0.5725490762749474,0
1,0,40,0.5725490762748835,0
1,0,41,0.5725490762749179,0
1,0,42,0.57254907627484,0
1,0,43,0.5725490762747869,0
1,0,44,0.5725490762747886,0
1,0,45,0.5725490762747956,0
1,0,46,0.5725490762747989,0
1,0,47,0.572549076274925,0
1,0,48,0.5725490762751873,0
1,0,49,0.5725490762752492,0
1,0,50,0.5725490762752434,0
1,0,51,0.5725490762751027,0
1,0,52,0.5725490762750648,0
1,0,53,0.5725490762750214,0
1,0,54,0.5725490762749508,0
1,0,55,0.5725490762748244,0
1,0,56,0.5725490762748842,0
1,0,57,0.5725490762748154,0
1,0,58,0.5725490762746988,0
1,0,59,0.5725490762746839,0
1,0,60,0.5725490762747184,0
1,0,61,0.5725490762747444,0
1,0,62,0.5725490762749559,0
1,0,63,0.5725490762751483,0
1,0,64,0.5725490762753322,0
1,0,65,0.5725490762753376,0
1,0,66,0.5725490762751473,0
1,0,67,0.572549076275098,0
1,0,68,0.5725490762750155,0
1,0,69,0.5725490762750252,0
1,0,70,0.5725490762747544,0
1,0,71,0.5725490762748716,0
1,0,72,0.5725490762748378,0
1,0,73,0.5725490762746857,0
1,0,74,0.5725490762746127,0
1,0,75,0.5725490762747045,0
1,0,76,0.5725490762746868,0
1,0,77,0.5725490762750136,0
1,0,78,0.5725490762750353,0
1,0,79,0.572549076275416,0
1,0,80,0.5725490762754478,0
1,0,81,0.5725490762747596,0
1,0,82,0.5725490762746722,0
1,0,83,0.5725490762749933,0
1,0,84,0.572549076274993,0
1,0,85,0.5725490762746852,0
1,0,86,0.5725490762748733,0
1,0,87,0.5725490762748348,0
1,0,88,0.5725490762746316,0
1,0,89,0.5725490762747147,0
1,0,90,0.5725490762743264,0
1,0,91,0.572549076274625,0
1,0,92,0.5725490762745815,0
1,0,93,0.5725490762753234,0
1,0,94,0.572549076275375,0
1,0,95,0.5725490762756086,0
1,0,96,0.5725490762749093,0
1,0,97,0.5725490762744264,0
1,0,98,0.5725490762748582,0
1,0,99,0.5725490762751538,0
1,0,100,0.5725490762738842,0
1,0,101,0.5725490762748228,0
1,0,102,0.5725490762747564,0
1,0,103,0.572549076274502,0
1,0,104,0.5725490762735427,0
1,0,105,0.5725490762742299,0
1,0,106,0.5725490762745835,0
1,0,107,0.5725490762750155,0
1,0,108,0.5725490762755179,0
1,0,109,0.5725490762757733,0
1,0,110,0.5725490762755059,0
1,0,111,0.5725490762751706,0
1,0,112,0.5725490762753707,0
1,0,113,0.5725490762750206,0
1,0,114,0.5725490762752911,0
1,0,115,0.5725490762746959,0
1,0,116,0.5725490762748215,0
1,0,117,0.5725490762747966,0
1,0,118,0.5725490762748635,0
1,0,119,0.5725490762741412,0
1,0,120,0.5725490762742866,0
2,1,0,-3.123429982746719e-13,0
2,1,1,0.07262074468331463,0
2,1,2,0.1399780254457284,0
2,1,3,0.1831318339480818,0
2,1,4,0.1946204846602741,0
2,1,5,0.1724574855030505,0
2,1,6,0.1204750203752207,0
2,1,7,0.04766132974326515,0
2,1,8,-0.03339343779093732,0
2,1,9,-0.108674176561274,0
2,1,10,-0.1651641629303191,0
2,1,11,-0.1930957650594553,0
2,1,12,-0.1876393551899123,0
2,1,13,-0.149738396158062,0
2,1,14,-0.08594630809991553,0
2,1,15,-0.007293322573646168,0
2,1,16,0.1387736014253526,0
2,1,17,0.271627346223845,0
2,1,18,0.3575142552032315,0
2,1,19,0.3815837015428352,0
2,1,20,0.3396738593065248,0
2,1,21,0.2390313209559262,0
2,1,22,0.09705809568061638,0
2,1,23,-0.06169735608302343,0
2,1,24,-0.2097847744770573,0
2,1,25,-0.3215984995291939,0
2,1,26,-0.3778049223821709,0
2,1,27,-0.3686854419053581,0
2,1,28,-0.2958168991210672,0
2,1,29,-0.1717989270666488,0
2,1,30,-0.01807535977819228,0
2,1,31,0.2005703052597447,0
2,1,32,0.3925865214001437,0
2,1,33,0.5167209614539321,0
2,1,34,0.5515096530096264,0
2,1,35,0.4909373152519528,0
2,1,36,0.3454774556616562,0
2,1,37,0.1402814054232671,0
2,1,38,-0.08917057422937123,0
2,1,39,-0.3032041515085111,0
2,1,40,-0.4648109764686115,0
2,1,41,-0.5460477609223161,0
2,1,42,-0.5328679268243358,0
2,1,43,-0.4275503872253535,0
2,1,44,-0.2483055015018652,0
2,1,45,-0.02612633878408951,0
2,1,46,0.2545936175461382,0
2,1,47,0.4984685914831226,0
2,1,48,0.6561538175078162,0
2,1,49,0.7003840875148796,0
2,1,50,0.6235115860008364,0
2,1,51,0.4388282668421736,0
2,1,52,0.1782675537169172,0
2,1,53,-0.1131172389559161,0
2,1,54,-0.3849430333753507,0
2,1,55,-0.5902086802264691,0
2,1,56,-0.6934218843892398,0
2,1,57,-0.6767361452009603,0
2,1,58,-0.5430365785525781,0
2,1,59,-0.3154410541401235,0
2,1,60,-0.03330290577491604,0
2,1,61,0.2987601908118626,0
2,1,62,0.5852319616244641,0
2,1,63,0.7705118096066301,0
2,1,64,0.8225631658278195,0
2,1,65,0.7323858779253209,0
2,1,66,0.515572418212526,0
2,1,67,0.2096118035625542,0
2,1,68,-0.1325925961868903,0
2,1,69,-0.4518705314896385,0
2,1,70,-0.69301594678263,0
2,1,71,-0.8143326090253477,0
2,1,72,-0.7948437651879215,0
2,1,73,-0.6379192134204924,0
2,1,74,-0.3706926343386455,0
2,1,75,-0.03936993114296645,0
2,1,76,0.3321154919815982,0
2,1,77,0.6504884869524867,0
