case_label,geometry,backend,legacy_cli_used,debug_local_blocks,debug_candidates,frequency_was_provided,frequency_input_hz,frequency_policy,frequency_used_hz,eps_r,mu_r,k_medium,reference_tm_kc,reference_tm_ztm_actual,ar_m,b_m,r_m,r1_m,r2_m,nx,ny,nr,nt,nmodos,mesh_nodes,mesh_tris,te_assembly_ms,te_solve_ms,tm_assembly_ms,tm_solve_ms,assembly_ms_total,solve_ms_total,post_ms,total_ms
helm10_circle,circle,closed-form,0,0,0,0,0,automatica_tm_referencia_ztm1,356554069.642619,1,1,7.47282071890916,7.472794392344097,0.9999999999851942,,,1.000000,,,,,8,15,10,121,225,0.175174,21.261017,0.030244,22.123362,0.205418,43.384379,218.289133,479.687321
